District,Project Name,Promoter Name,Certificate No.
Thrissur,CHURCH GATE-2,Lord Krishna Home Mart Pvt Ltd,K-RERA/PRJ/326/2020
Thrissur,ORCHID HEIGHTS,PALATTY BUILDERS PVT LTD,K-RERA/PRJ/317/2020
Thrissur,Cheloor The Eyrie,Cheloor Property Development Projects Ltd,K-RERA/PRJ/110/2020
Thrissur,VEEGALAND THEJUS,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/040/2020
Thrissur,ASSET PLATINA,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/225/2020
Thrissur,KRISHNA GEETHAM APARTMENT,KRISHNA PROPERTY DEVELOPERS,K-RERA/PRJ/135/2020
Thrissur,CHURCH GATE 1,Lord Krishna Home Mart Pvt Ltd,K-RERA/PRJ/271/2020
Thrissur,SREEPAVANAPURI APARTMENT,sreepavanapuri constructors LLP,K-RERA/PRJ/016/2021
Thrissur,ELITE INSIGNIA PHASE 1,ELITE GARDENIA LLP,K-RERA/PRJ/074/2020
Thrissur,SKYLINE AVENUE SUITES,M/s Skyline Builders,K-RERA/PRJ/168/2020
Thrissur,SOBHA SILVER ESTATE,SOBHA CONTRACTING PRIVATE LIMITED,K-RERA/PRJ/186/2020
Thrissur,TBPL RIO GRANDE,Thrissur Builders Private Limited,K-RERA/PRJ/048/2020
Thrissur,SOBHA METROPOLIS-PHASE 1,M/S SOBHA HIGHRISE VENTURES PRIVATE LIMITED,K-RERA/PRJ/TSR/002/2021
Thrissur,PB ROYAL NEST,PB HOMES PVT LTD,K-RERA/PRJ/TSR/001/2021
Wayanad,NATH CLOUD SCAPE,NATH BUILDERS,K-RERA/PRJ/WYD/145/2023
Wayanad,THE KALLAT PEARL PHASE-1,KALLAT PEARL BUILDERS LLP,K-RERA/PRJ/WYD/083/2021
Wayanad,CHILGROVE,TALENMARK BUILDERS LLP,K-RERA/PRJ/059/2021
