XID,Project Name,City,Magicbricks.com Link
r420162,Aastha The Watermark,Jamshedpur,https://www.magicbricks.com/kamini-kaushal-the-watermark-adityapur-jamshedpur-pdpid-4d4235343232303435
r413382,Shriram Solitaire,Bangalore North,https://www.magicbricks.com/shriram-solitaire-yelahanka-new-town-bangalore-pdpid-4d4235343036333233
r376088,Smart World Orchard,Gurgaon,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439
r300077,Elevate Godrej Se7en,Kolkata South,https://www.magicbricks.com/elevate-at-godrej-seven-joka-kolkata-pdpid-4d4235343139333631
r429474,RLD Merlion Estate,Chennai West,https://www.magicbricks.com/rld-merlion-estate-vanagaram-chennai-pdpid-4d4235343233373833
r417614,Sri MGR Windsor Gardens,Bangalore South,https://www.magicbricks.com/mgr-windsor-gardens-jp-nagar-phase-5-bangalore-pdpid-4d4235343231383733
r386987,DS Max Sukruth,Bangalore South,https://www.magicbricks.com/ds-max-sukruth-chandapura-bangalore-pdpid-4d4235333236363035
r405295,Sapnil Residency,Kolkata North,https://www.magicbricks.com/sapnil-residency-bonhooghly-kolkata-pdpid-4d4235303236323239
r434608,Eldeco Fairway Reserve,Gurgaon,https://www.magicbricks.com/eldeco-fairway-reserve-sector-80-gurgaon-pdpid-4d4235343234353137
r294633,Codename Skywards,Thane Outskirts,https://www.magicbricks.com/jp-codename-skywards-ambernath-east-beyond-thane-pdpid-4d4235333333383335
r262402,Bhavishya Metro City,Bhopal,https://www.magicbricks.com/bhivisya-metro-city-bhopal-bagh-sewaniyan-bhopal-pdpid-4d4235323230333533
r376598,Ravimurugaa Sai Gardenia,Coimbatore,https://www.magicbricks.com/sai-gardenia-peelamedu-coimbatore-pdpid-4d4235343130313735
r402170,Imperial Ville,Jaipur,https://www.magicbricks.com/hi-tech-imperial-ville-gandhi-path-jaipur-pdpid-4d4235333937363935
r436787,Malpani Celestia,Pune South,https://www.magicbricks.com/celestia-baner-gaon-pune-pdpid-4d4235333933373035
r29040,Naiknavare Kutumb,Pune West,https://www.magicbricks.com/naiknavare-kutumb-prime-vadgaon-pune-pdpid-4d4235333333303637
r369336,Om Sree Brilliance,Secunderabad,https://www.magicbricks.com/om-sree-brilliance-as-rao-nagar-hyderabad-pdpid-4d4235313838353232
r434202,Nidhi Land Shakthi Heights,Mangalore,https://www.magicbricks.com/nidhi-land-shakthi-heights-shakti-nagar-mangalore-pdpid-4d4235343234333133
r375899,Raama Skyz,Vadodara,https://www.magicbricks.com/raama-skyz-sama-vadodara-pdpid-4d4235323330323437
r390836,Anand Bhawan,Western Mumbai,https://www.magicbricks.com/anand-bhavan-santacruz-west-mumbai-pdpid-4d4235323238393031
r424835,Venkatesh Anandmayi,Pune South,https://www.magicbricks.com/venkatesh-heights-narhe-pune-pdpid-4d4235303839363932
r332831,Prateek Canary,Noida,https://www.magicbricks.com/prateek-canary-sector-150-noida-pdpid-4d4235313236353535
r392193,Kohinoor Abhimaan Homes Phase 3,Pune North,https://www.magicbricks.com/kohinoor-abhimaan-homes-shirgaon-pune-pdpid-4d4235303936343837
r388872,The Empire,Nagpur,https://www.magicbricks.com/the-empire-by-jarry-profit-&-r-sandesh-group-kadvi-chowk-nagpur-pdpid-4d4235333238323639
r410569,Gracewood Elegance,Vadodara,https://www.magicbricks.com/gracewood-elegance-bill-vadodara-pdpid-4d4235343136363531
r409549,Protech Pride,Guwahati,https://www.magicbricks.com/protech-pride-bagharbari-guwahati-pdpid-4d4235343139343731
r432552,Altura 3,Jaipur,https://www.magicbricks.com/altura-iii-mansarovar-jaipur-pdpid-4d4235343233363933
r422307,Aakar Park,Nagpur,https://www.magicbricks.com/aakar-park-besa-nagpur-pdpid-4d4235343139303335
r422453,Assetz 66 and Shibui,Bangalore East,https://www.magicbricks.com/assetz-66-and-shibui-whitefield-bangalore-pdpid-4d4235343139343839
r354918,Super Homes Abhirama,Hyderabad,https://www.magicbricks.com/super-homes-abhirama-lb-nagar-hyderabad-pdpid-4d4235323135303435
r430176,Elegance Pristine,Bangalore South,https://www.magicbricks.com/pristine-elegance-hsr-layout-bangalore-pdpid-4d4235303236373536
r376104,Modi Serene Park,Hyderabad,https://www.magicbricks.com/modi-serene-park-ghatkesar-hyderabad-pdpid-4d4235313835303937
r418266,Srinidhi Iris,Hyderabad,https://www.magicbricks.com/srinidhi-iris-bachupally-hyderabad-pdpid-4d4235343234363431
r390105,Riverscape,Hyderabad,https://www.magicbricks.com/urrban-riverscape-bandlaguda-jagir-hyderabad-pdpid-4d4235333333313931
r437026,Lambodara D Square City,Coimbatore,https://www.magicbricks.com/d-square-city-saravanampatti-coimbatore-pdpid-4d4235343235373237
r390015,Radha Madhav Vrindavan Phase 3,Nagpur,https://www.magicbricks.com/radha-madhav-vrindavan-phase-iii-jamtha-nagpur-pdpid-4d4235333331333839
r413870,Pyramid Gloria,Nagpur,https://www.magicbricks.com/pyramid-gloria-pipla-nagpur-pdpid-4d4235343230313339
r376463,Urban Vista Phase 1,Kolkata East,https://www.magicbricks.com/loharuka-urban-vista-rajarhat-kolkata-pdpid-4d4235333234343131
r352,BPTP Parklands,Faridabad,https://www.magicbricks.com/bptp-parklands-neharpar-faridabad-pdpid-4d4235313135353039
r871,Ireo Victory Valley,Gurgaon,https://www.magicbricks.com/ireo-victory-valley-sector-67-gurgaon-pdpid-4d4235303231363438
r402643,DTC Sojon,Kolkata South,https://www.magicbricks.com/dtc-sojon-joka-kolkata-pdpid-4d4235333931303837
r344265,Shriram Sunshine 2,Hooghly,https://www.magicbricks.com/shriram-sunshine-one-uttarpara-kolkata-pdpid-4d4235313332363035
r386817,Shevi Utopia Gold,Pune North,https://www.magicbricks.com/shevi-utopia-gold-moshi-pune-pdpid-4d4235333334353437
r411500,Shapoorji Pallonji The Odyssey 1,South Mumbai,https://www.magicbricks.com/shapoorji-pallonji-the-odyssey-1-girgaon-mumbai-pdpid-4d4235343234333835
r322869,Anantnath And Forever City,Thane Outskirts,https://www.magicbricks.com/and-forever-city-diva-thane-pdpid-4d4235303932383238
r426337,M Soul Strings,Pune West,https://www.magicbricks.com/malpani-m-soul-strings-pashan-pune-pdpid-4d4235343231313931
r270000,Eureka Park By Tata Value Homes,Noida,https://www.magicbricks.com/tata-eureka-park-sector-150-noida-pdpid-4d4235313235363339
r345843,Leverage Greenwoods Unity,Nagpur,https://www.magicbricks.com/leverage-greenwoods-unity-pipla-nagpur-pdpid-4d4235333932313235
r407293,Primark Inspira,Hyderabad,https://www.magicbricks.com/primark-inspira-miyapur-hyderabad-pdpid-4d4235343133343037
r402373,One Meraki,Central Mumbai,https://www.magicbricks.com/one-meraki-chembur-mumbai-pdpid-4d4235333936353831
r28336,Max Heiights Majestic,Jaipur,https://www.magicbricks.com/max-heiights-majestic-sikar-road-jaipur-pdpid-4d4235303233343730
r407338,Levonor Egeira,Hyderabad,https://www.magicbricks.com/levonor-egeira-edulnagulapally-hyderabad-pdpid-4d4235343134373135
r412704,Green View Residency,Kolkata South,https://www.magicbricks.com/green-view-residency-airport-area-kolkata-pdpid-4d4235303932383836
r418615,Edmont Aurelia,Western Mumbai,https://www.magicbricks.com/ashwin-sheth-edmont-aurelia-kandivali-west-mumbai-pdpid-4d4235343137373835
r429111,Shalimar One World 21,Lucknow,https://www.magicbricks.com/shalimar-oneworld-21-gomtinagar-extension-lucknow-pdpid-4d4235343232343335
r380138,Sri Sai Home Ujaan Nagar,Kolkata East,https://www.magicbricks.com/ujaan-nagar-new-town-kolkata-pdpid-4d4235323833353639
r415092,The Prestige City Hyderabad,Hyderabad,https://www.magicbricks.com/the-prestige-city-rajendra-nagar-hyderabad-pdpid-4d4235343138323731
r420301,Tarc Kailasa,West Delhi,https://www.magicbricks.com/tarc-kailasa-kirti-nagar-new-delhi-pdpid-4d4235343138333139
r421070,Ayyan Aathmika,Chennai South,https://www.magicbricks.com/ayyan-aathmika-medavakkam-chennai-pdpid-4d4235343231353831
r394740,Silver Oak Raipur,Raipur,https://www.magicbricks.com/samveda-silver-oak-dhansuli-raipur-pdpid-4d4235343132373833
r445121,Ramky One Orion,Hyderabad,https://www.magicbricks.com/ramky-one-orion-nallagandla-gachibowli-hyderabad-pdpid-4d4235343235303939
r383302,Vasavi Ananda Nilayam,Hyderabad,https://www.magicbricks.com/vasavi-ananda-nilayam-bandlaguda-hyderabad-pdpid-4d4235333939393131
r445987,Assetz Bloom and Dell,Bangalore,https://www.magicbricks.com/assetz-bloom-and-dell-whitefield-bangalore-pdpid-4d4235343236373937
r446001,Orchid Platinum,Bangalore,https://www.magicbricks.com/orchid-platinum-jakkur-bangalore-pdpid-4d4235343236373939
r445892,Prestige Glenbrook,Bangalore,https://www.magicbricks.com/prestige-glenbrook-whitefield-bangalore-pdpid-4d4235343236373935
r445983,Purva Celestial,Bangalore,https://www.magicbricks.com/purva-celestial-bangalore-airport-area-bangalore-pdpid-4d4235343236373933
r446007,Provident Botanico,Bangalore,https://www.magicbricks.com/provident-botanico-whitefield-bangalore-pdpid-4d4235343236373931
r445998,Sobha Neopolis,Bangalore,https://www.magicbricks.com/sobha-neopolis-panathur-bangalore-pdpid-4d4235343236373938
r423416,Sree Urban Orchids Phase 2,Bangalore East,https://www.magicbricks.com/sree-urban-orchids-phase-ii-panathur-bangalore-pdpid-4d4235343136333239
r203,Active Acres,Kolkata East,https://www.magicbricks.com/ruchi-active-acres-em-bypass-kolkata-pdpid-4d4235303138383430
r427272,Sanjeevini Aarna,Bangalore East,https://www.magicbricks.com/sanjeevini-aarna-hoskote-bangalore-pdpid-4d4235343232333637
r256111,Sobha City,Gurgaon,https://www.magicbricks.com/sobha-city-sector-108-gurgaon-pdpid-4d4235303836323234
r23690,DLF New Town Heights 2,Gurgaon,https://www.magicbricks.com/dlf-new-town-heights-2-sector-86-gurgaon-pdpid-4d4235303232373335
r418941,GPS Meena Aurum phase 3,Kolkata East,https://www.magicbricks.com/astdurga-meena-aurum-phase-3-gouranganagar-kolkata-pdpid-4d4235343235323535
r416951,Roongta Florenza,Nasik,https://www.magicbricks.com/roongta-florenza-apartment-govind-nagar-nashik-pdpid-4d4235343137353031
r420088,Harmony Blossoms,Chennai South,https://www.magicbricks.com/harmony-blossoms-east-tambaram-chennai-pdpid-4d4235343233303937
r399283,Kalpataru Aria,Thane Outskirts,https://www.magicbricks.com/kalpataru-apartment-kalyan-west-beyond-thane-pdpid-4d4235323331303331
r396529,Sree Balaji Pride,Visakhapatnam,https://www.magicbricks.com/buildsworth-balaji-pride-kurmannapalem-visakhapatnam-pdpid-4d4235313836373138
r334919,GP Aditya,Bangalore South,https://www.magicbricks.com/gp-aditya-koramangala-bangalore-pdpid-4d4235313238333531
r425244,Bhoomi Serenity,Navi Mumbai,https://www.magicbricks.com/gajra-bhoomi-serenity-sector-37-kharghar-navi-mumbai-pdpid-4d4235343231313439
r427843,Kedia Shri Vatsal,Jaipur,https://www.magicbricks.com/kedia-shri-vatsal-sikar-road-jaipur-pdpid-4d4235343232363537
r296597,Trump Tower,Gurgaon,https://www.magicbricks.com/tribeca-trump-tower-sector-65-gurgaon-pdpid-4d4235313131383937
r414298,Vasavi Sarovar,Hyderabad,https://www.magicbricks.com/vasavi-sarovar-kukatpally-hyderabad-pdpid-4d4235343136383139
r432564,ASBL Landmark,Hyderabad,https://www.magicbricks.com/asbl-landmark-kukatpally-hyderabad-pdpid-4d4235343233353235
r428750,Vivan Heights,Central Mumbai,https://www.magicbricks.com/vivan-heights-chembur-mumbai-pdpid-4d4235343237343033
r425841,The Ridges 41,Pune West,https://www.magicbricks.com/the-ridges-41-hinjewadi-pune-pdpid-4d4235343231313737
r426546,Ventura,Jaipur,https://www.magicbricks.com/ventura-mansarovar-jaipur-pdpid-4d4235343234323739
r10208,VTP Township Codename  Pegasus,Pune East,https://www.magicbricks.com/vtp-township-codename-pegasus-kharadi-pune-pdpid-4d4235313835353437
r349185,Panchnai Paramjyoti,Siliguri,https://www.magicbricks.com/panchnai-paramjyoti-apartment-champasari-siliguri-pdpid-4d4235313432393835
r372188,Kanchi Big Town,Kanchipuram,https://www.magicbricks.com/sameera-kanchi-big-town-kanchipuram-chennai-pdpid-4d4235323931303335
r374451,Anuhar Towers,Hyderabad,https://www.magicbricks.com/anuhar-towers-alkapur-township-hyderabad-pdpid-4d4235323432393633
r423946,Ganguly 4 Sight Florence Phase 3,Kolkata South,https://www.magicbricks.com/4sight-florence-phase-iii-garia-kolkata-pdpid-4d4235343230343137
r368086,GKs Zenith,Secunderabad,https://www.magicbricks.com/gks-zenith-yapral-hyderabad-pdpid-4d4235313930383835
r393150,GHR Callisto,Hyderabad,https://www.magicbricks.com/ghr-callisto-kollur-hyderabad-pdpid-4d4235333331333733
r423721,RSR The Garden View Villa,Hyderabad,https://www.magicbricks.com/the-garden-view-velimela-hyderabad-pdpid-4d4235333531373733
r433403,Jain Fairmount The Arc,Hyderabad,https://www.magicbricks.com/jain-fairmount-the-arc-dundigal-hyderabad-pdpid-4d4235343234313939
r62469,Midori Towers,Pune West,https://www.magicbricks.com/shree-venkatesh-midori-towers-phase-ii-pimple-nilakh-pune-pdpid-4d4235333332363633
r407059,Priva,Kolkata East,https://www.magicbricks.com/priva-new-town-kolkata-pdpid-4d4235343036373839
r410501,GP Homes Valencia Ruby,Chennai North,https://www.magicbricks.com/gp-homes-valencia-ruby-ayanambakkam-chennai-pdpid-4d4235343138313131
r6670,Ireo The Corridors,Gurgaon,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539
r398366,Dashmesh Empire,Thane Outskirts,https://www.magicbricks.com/dashmesh-empire-badlapur-beyond-thane-pdpid-4d4235333335373135
r5954,Valley,Greater Noida,https://www.magicbricks.com/diligent-valley-noida-extension-greater-noida-pdpid-4d4235343137383037
r387200,The Solitaire Crown,Dehradun,https://www.magicbricks.com/solitaire-crown-general-mahadev-singh-road-dehradun-pdpid-4d4235343233353633
r411075,Shubhashish Prakash,Jaipur,https://www.magicbricks.com/shubhashish-prakash-mansarovar-extension-jaipur-pdpid-4d4235343137333135
r332999,Mega Sarovar,Vijayawada,https://www.magicbricks.com/mega-sarovar-gollapudi-vijayawada-pdpid-4d4235313236313033
r416320,Sumadhura Sushantham Phase 2,Bangalore North,https://www.magicbricks.com/sumadhura-sushantham-vidyaranyapura-bangalore-pdpid-4d4235313431343431
r393393,Sahjanand Safal,Gandhinagar,https://www.magicbricks.com/sahjanand-safal-gandhinagar-gandhinagar-pdpid-4d4235343230363931
r390246,Candeur Crescent,Hyderabad,https://www.magicbricks.com/candeur-crescent-serilingampally-hyderabad-pdpid-4d4235333332353339
r293775,S B Skanda Lake Front,Bangalore South,https://www.magicbricks.com/sb-skanda-lake-front-kanakapura-road-bangalore-pdpid-4d4235323933363531
r384290,Godrej Park Retreat,Bangalore East,https://www.magicbricks.com/godrej-park-retreat-sarjapur-road-bangalore-pdpid-4d4235333236323037
r424425,Abhay Nilima Enclave,Guwahati,https://www.magicbricks.com/abhay-nilima-enclave-azara-guwahati-pdpid-4d4235333234393939
r433359,Shriram Codename Smash Hit,Bangalore North,https://www.magicbricks.com/shriram-codename-smash-hit-rajanukunte-bangalore-pdpid-4d4235343234313337
r434569,Thai Advaith,Chennai South,https://www.magicbricks.com/thai-homes-madipakkam-chennai-pdpid-4d4235343132333137
r433762,Opus 96,Chennai South,https://www.magicbricks.com/urbanrise-opus-96-tambaram-chennai-pdpid-4d4235343235303131
r415891,Palm Amore,Navi Mumbai,https://www.magicbricks.com/gami-palm-amore-seawoods-navi-mumbai-pdpid-4d4235343139343135
r257091,RKN Nakshatra Enclave,Bhopal,https://www.magicbricks.com/nakshatra-enclave-awadhpuri-bhopal-pdpid-4d4235303836373137
r432487,Kalra Apartment and Floors,West Delhi,https://www.magicbricks.com/kalra-luxurious-homes-uttam-nagar-new-delhi-pdpid-4d4235313130333437
r320141,Godrej Air,Gurgaon,https://www.magicbricks.com/godrej-air-sector-85-gurgaon-pdpid-4d4235313139343037
r405003,Radhey Skye,Hyderabad,https://www.magicbricks.com/cloudswood-radhey-skye-kollur-hyderabad-pdpid-4d4235333934353735
r407585,Casa De Nagoa,South Goa,https://www.magicbricks.com/parekh-casa-de-nagoa-nagao-goa-pdpid-4d4235343234313831
r405172,Jains Fairmount Sri Ram Garden 2,Hyderabad,https://www.magicbricks.com/jains-fairmount-sri-ram-garden-2-kompally-hyderabad-pdpid-4d4235343230383835
r397111,Amantran,Kolkata South,https://www.magicbricks.com/eden-group-amantran-joka-kolkata-pdpid-4d4235333838343039
r347199,Samruddhi Skyrise 1,Vadodara,https://www.magicbricks.com/samruddhi-skyrise-1-kalali-vadodara-pdpid-4d4235313331363835
r378542,Sophia Elanza,Kochi,https://www.magicbricks.com/sophia-elanza-vengola-ernakulam-pdpid-4d4235343031393131
r402370,Vasavi Crown East,Hyderabad,https://www.magicbricks.com/vasavi-crown-east-uppal-hyderabad-pdpid-4d4235333930323333
r375399,Ira Miracle,Hyderabad,https://www.magicbricks.com/ira-miracle-kollur-hyderabad-pdpid-4d4235323135373731
r437911,R Tech Palmera Garden,Jaipur,https://www.magicbricks.com/palmera-garden-ajmer-road-jaipur-pdpid-4d4235343236303833
r294215,Arihant Aspire,Navi Mumbai,https://www.magicbricks.com/arihant-aspire-panvel-navi-mumbai-pdpid-4d4235313130373037
r415650,Eldeco La Vida Bella,Greater Noida,https://www.magicbricks.com/eldeco-la-vida-bella-noida-extension-greater-noida-pdpid-4d4235343230363135
r379918,Nimbus Express Park View 2 Low Rise,Greater Noida,https://www.magicbricks.com/nimbus-express-park-view-ii-low-rise-chi-5-greater-noida-pdpid-4d4235333332343933
r341763,Escon Primera,Chandigarh,https://www.magicbricks.com/malwa-escon-primera-airport-road-zirakpur-pdpid-4d4235313438323233
r371923,Manglam Anantara,Jaipur,https://www.magicbricks.com/manglam-the-villas-ajmer-road-jaipur-pdpid-4d4235323332323335
r403911,Aarya Essenzaa 2,Vadodara,https://www.magicbricks.com/aarya-essenzaa-waghodia-road-vadodara-pdpid-4d4235333033383435
r430414,Sree Adhitya Lotus Park,Bangalore East,https://www.magicbricks.com/adithya-lotus-park-k-r-puram-bangalore-pdpid-4d4235343232313333
r428685,MP Golden Heights,Chennai West,https://www.magicbricks.com/mp-golden-heights-kovur-chennai-pdpid-4d4235343232333131
r417410,Aashirwad Vrindavan,Kota,https://www.magicbricks.com/aashirwad-gokul-mbs-road-kota-pdpid-4d4235323235313533
r336711,Pranavas Sama Lakshma Reddy Greenwich,Hyderabad,https://www.magicbricks.com/pranava-sama-lakshma-reddy-greenwich-attapur-hyderabad-pdpid-4d4235343234363633
r367653,Narmada Greens,Jabalpur,https://www.magicbricks.com/narmada-green-barela-jabalpur-pdpid-4d4235323138343533
r35056,Fortune Golden Panorama,Bhopal,https://www.magicbricks.com/fortune-golden-panorama-chiklod-road-bhopal-pdpid-4d4235303730343031
r11112,Shriram Sameeksha,Bangalore North,https://www.magicbricks.com/shriram-sameeksha-jalahalli-bangalore-pdpid-4d4235303138313630
r429182,The Olympia,Navi Mumbai,https://www.magicbricks.com/the-olympia-panvel-navi-mumbai-pdpid-4d4235343234373539
r414540,Sam Palm Olympia Phase 2,Greater Noida,https://www.magicbricks.com/sam-palm-olympia-phase-ii-noida-extension-noida-pdpid-4d4235343139323637
r4382,Rustomjee La Vie,Thane,https://www.magicbricks.com/rustomjee-la-vie-majiwada-thane-pdpid-4d4235343038373531
r374312,Godrej Woods,Noida,https://www.magicbricks.com/godrej-woods-sector-43-noida-pdpid-4d4235323330313731
r382108,ATC Extension,Jamshedpur,https://www.magicbricks.com/atc-extension-baridih-jamshedpur-pdpid-4d4235333332353739
r403058,Aakar Millennium,Nasik,https://www.magicbricks.com/aakar-millenium-gangapur-road-nashik-pdpid-4d4235343232343539
r410309,Shalimar One World Valencia Towers,Lucknow,https://www.magicbricks.com/shalimar-valencia-towers-gomtinagar-extension-lucknow-pdpid-4d4235343130383835
r22804,Pareena Mi Casa,Gurgaon,https://www.magicbricks.com/pareena-micasa-sector-68-gurgaon-pdpid-4d4235303939303537
r141819,Baldota Thumbprint,Bangalore North,https://www.magicbricks.com/thumbprint-vidyaranyapura-bangalore-pdpid-4d4235303430343339
r395807,Praneeth Pranav Solitaire,Hyderabad,https://www.magicbricks.com/praneeth-pranav-solitaire-bachupally-hyderabad-pdpid-4d4235333334313037
r370626,Risinia Skyon,Hyderabad,https://www.magicbricks.com/risinia-skyon-bachupally-hyderabad-pdpid-4d4235313838383636
r421811,Srijan Heights,Jamshedpur,https://www.magicbricks.com/srijan-heights-dobo-jamshedpur-pdpid-4d4235343231303133
r388535,Abode M J Lakeview,Hyderabad,https://www.magicbricks.com/abode-mj-lakeview-ameenpur-hyderabad-pdpid-4d4235333330353731
r433805,DS MAX Sky Sisira,Bangalore North,https://www.magicbricks.com/ds-max-sky-sisira-rajanukunte-bangalore-pdpid-4d4235343235333531
r975,NCC Urban One,Hyderabad,https://www.magicbricks.com/ncc-urban-one-narsingi-hyderabad-pdpid-4d4235303236393534
r389744,Amrutdhara Housing Complex,Nasik,https://www.magicbricks.com/ravi-amrutdhara-housing-complex-phase-1-indira-nagar-nashik-pdpid-4d4235333332343433
r389667,Godrej Ascend,Thane,https://www.magicbricks.com/godrej-ascend-kolshet-road-thane-pdpid-4d4235333331393031
r395388,Avant Heritage,Western Mumbai,https://www.magicbricks.com/avant-heritage-jogeshwari-east-mumbai-pdpid-4d4235303731323533
r316505,Narayan Greenwoods,Vadodara,https://www.magicbricks.com/narayan-greenwoods-sama-savli-road-vadodara-pdpid-4d4235313138363033
r347961,Pallavi Gardenia,Hyderabad,https://www.magicbricks.com/pallavi-gardenia-nagole-hyderabad-pdpid-4d4235323831383033
r426539,Aristo The Regal,Ahmedabad North,https://www.magicbricks.com/the-regal-vaishnodevi-circle-ahmedabad-pdpid-4d4235343230353933
r423659,Solitaire Vista 2,Ahmedabad North,https://www.magicbricks.com/anmol-solitaire-vista-2-gota-ahmedabad-pdpid-4d4235333732353831
r395174,Promax Dreamville Home,Bangalore North,https://www.magicbricks.com/promax-sai-ram-paradise-amrutahalli-bangalore-pdpid-4d4235313634343831
r419253,Aashray Eminent,Vadodara,https://www.magicbricks.com/aashray-eminent-vasna-bhayli-main-road-vadodara-pdpid-4d4235343139303735
r409351,Artech Marvel,Trivandrum,https://www.magicbricks.com/artech-marvel-kowdiar-trivandrum-pdpid-4d4235343131303139
r380618,Sikhara Tranquil,Secunderabad,https://www.magicbricks.com/sikhara-tranquil-cherlapalli-hyderabad-pdpid-4d4235333234353833
r325929,Royal Arcade Kondhwa,Pune South,https://www.magicbricks.com/royal-arcade-apartment-dhankawadi-pune-pdpid-4d4235303530323932
r145261,Essen Raj Manohar Residency,Bhubaneswar,https://www.magicbricks.com/rajmanohar-residency-ii-patia-bhubaneswar-pdpid-4d4235313235313639
r391947,Ananyas AA Garden,Coimbatore,https://www.magicbricks.com/ananyas-aa-garden-saravanampatti-coimbatore-pdpid-4d4235333836353931
r406898,Highline by AG Group,Ahmedabad West,https://www.magicbricks.com/atithi-highline-gota-ahmedabad-pdpid-4d4235343131363633
r330597,Signature Global Park,Gurgaon,https://www.magicbricks.com/signature-global-park-sohna-sector-36-gurgaon-pdpid-4d4235313235333935
r378617,Suchirindia The Tales of Greek,Hyderabad,https://www.magicbricks.com/suchirindia-the-tales-of-greek-satamrai-hyderabad-pdpid-4d4235323136373837
r410741,Sattva Lake Ridge,Hyderabad,https://www.magicbricks.com/sattva-lake-ridge-kokapet-hyderabad-pdpid-4d4235343131373439
r743,Logix Blossom County,Noida,https://www.magicbricks.com/logix-blossom-county-sector-137-noida-pdpid-4d4235303030373535
r398187,Harish Bhairav,Coimbatore,https://www.magicbricks.com/harish-homes-bhairav-vellakinar-coimbatore-pdpid-4d4235343236373933
r391272,Sukra Majesticka Grande,Coimbatore,https://www.magicbricks.com/majesticka-grande-saibaba-colony-coimbatore-pdpid-4d4235333935343733
r437304,Samsara Ivana,Gurgaon,https://www.magicbricks.com/samsara-ivana-sector-63-gurgaon-pdpid-4d4235343235363831
r422862,Raymond The Address by GS,Western Mumbai,https://www.magicbricks.com/raymond-the-address-by-gs-bandra-bandra-east-mumbai-pdpid-4d4235343139313731
r402921,Kiran Swastik,Pune West,https://www.magicbricks.com/kiran-swastik-sus-pune-pdpid-4d4235333638303131
r417100,Lodha Riservo,Central Mumbai,https://www.magicbricks.com/lodha-riservo-vikhroli-west-mumbai-pdpid-4d4235343230353639
r328277,Nirala Estate Phase 2,Greater Noida,https://www.magicbricks.com/nirala-estate-phase-2-noida-extension-noida-pdpid-4d4235303230313135
r374315,Shalimar One World Valencia County,Lucknow,https://www.magicbricks.com/valencia-county-gomti-nagar-extension-bypass-road-lucknow-pdpid-4d4235323739343735
r418697,Provident Deansgate,Bangalore North,https://www.magicbricks.com/provident-deansgate-devanahalli-bangalore-pdpid-4d4235343137373439
r418259,Rajapushpa Aurelia,Hyderabad,https://www.magicbricks.com/rajapushpa-aurelia-tellapur-hyderabad-pdpid-4d4235343139303933
r378131,M3M Soulitude,Gurgaon,https://www.magicbricks.com/m3m-soulitude-sector-89-gurgaon-pdpid-4d4235333234383739
r430202,Ora Heights,Kolkata South,https://www.magicbricks.com/ora-heights-tiljala-kolkata-pdpid-4d4235343237383135
r430089,Parth Crown,Jaipur,https://www.magicbricks.com/parth-crown-nirman-nagar-jaipur-pdpid-4d4235343232333333
r310237,Vajra Towers,Bhopal,https://www.magicbricks.com/vajra-towers-bawadiya-kalan-bhopal-pdpid-4d4235333332333039
r422569,Jains Central Park East,Hyderabad,https://www.magicbricks.com/jains-central-park-east-narapally-hyderabad-pdpid-4d4235343139343431
r10130,ATS Pristine,Noida,https://www.magicbricks.com/ats-pristine-sector-150-noida-pdpid-4d4235303233353335
r383366,Kumar Codename Fireworks,Pune East,https://www.magicbricks.com/kumar-codename-fireworks-hadapsar-pune-pdpid-4d4235333234353933
r398755,Sahu Kalpana South Avenue,Lucknow,https://www.magicbricks.com/kalpana-south-avenue-mohanlalganj-lucknow-pdpid-4d4235333836303533
r387488,Radhey Raaga,Hyderabad,https://www.magicbricks.com/radhey-raaga-kollur-hyderabad-pdpid-4d4235333330333335
r345245,Alcove New Kolkata Sangam,Hooghly,https://www.magicbricks.com/alcove-new-kolkata-sangam-serampore-kolkata-pdpid-4d4235313238393235
r393143,Natural Aqua Waves,Kolkata East,https://www.magicbricks.com/natural-aqua-waves-new-town-kolkata-pdpid-4d4235333439343433
r401373,MP Rudra,Chennai South,https://www.magicbricks.com/mp-rudra-pammal-chennai-pdpid-4d4235333930323039
r433621,Sumeru Enclave,Dehradun,https://www.magicbricks.com/eastern-arc-phase-ii-shimla-bypass-road-dehradun-pdpid-4d4235333539373939
r411745,Anuhar Gautami Heights,Hyderabad,https://www.magicbricks.com/anuhar-gautami-heights-miyapur-hyderabad-pdpid-4d4235333333303339
r401563,Officers Enclave,Nagpur,https://www.magicbricks.com/officers-enclave-bel-tarodi-nagpur-pdpid-4d4235333933363839
r25914,Ametek Doon Square,Dehradun,https://www.magicbricks.com/ametek-doon-square-sahastradhara-road-dehradun-pdpid-4d4235303330303134
r407861,Casa Havana by Zaramount,North Goa,https://www.magicbricks.com/casa-vino-nachinola-nachinola-goa-pdpid-4d4235343238303139
r384377,Pramukh Aristo,Vapi,https://www.magicbricks.com/pramukh-aristo-chala-vapi-pdpid-4d4235333331363337
r426136,Oas Sonar Gaon Phase 2,Kolkata South,https://www.magicbricks.com/oas-sonar-gaon-thakurpukur-kolkata-pdpid-4d4235323131383931
r337685,Sharvani Sree Hemadurga Paradise,Hyderabad,https://www.magicbricks.com/sharvani-sree-hemadurga-paradise-chanda-nagar-hyderabad-pdpid-4d4235313836343733
