XID,Project Name,City,Squareyards.com Link
r270,Kumar Kruti,Pune East,https://www.squareyards.com/sale/resale-properties-in-kumar-kruti-pune
r25344,Nirala Eden Park,Ghaziabad,https://www.squareyards.com/sale/3-bhk-flat-in-nirala-eden-park-1-ghaziabad
r435568,Cordial Leora,Trivandrum,Not Found
r398192,Swarnim Sun,Ahmedabad West,https://www.squareyards.com/ahmedabad-residential-property/aaryan-gloria/246968/project
r12,DLF The Belaire,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-the-belaire/338/project
r418660,Gami Bianca,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/gami-bianca/224419/project
r63219,Safal Parisar 2,Ahmedabad West,https://www.squareyards.com/ahmedabad-residential-property/dr-praharsh-serena/246731/project/floor-plans
r429940,Oasis,Kolkata South,https://www.squareyards.com/sale/resale-properties-in-fort-oasis-kolkata
r306863,Total Environment In That Quiet Earth,Bangalore North,https://www.squareyards.com/bangalore-residential-property/total-environment-in-that-quiet-earth-phase-2-a/102408/project
r8738,LandAsia LA City,Dehradun,https://www.squareyards.com/sale/resale-properties-in-la-city-dehradun
r353830,Supreme Estia,Pune West,https://www.squareyards.com/pune-residential-property/supreme-estia-phase-1/101756/project
r92267,Mittal Pebbles High Mont,Pune West,https://www.squareyards.com/pune-residential-property/mittal-high-mont/8596/project
r371026,Prestige Tranquil,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/prestige-tranquil/102269/project
r411456,Elegant Tranquility,Bangalore West,https://www.squareyards.com/new-launch-by-elegant-builders-and-developers-in-bangalore
r37748,Rishabh Platinum,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/rishabh-iris-tower/86233/project
r7420,Puri Aanand Vilas,Faridabad,https://www.squareyards.com/faridabad-residential-property/puri-aanandvilas/442/project
r408668,Corus Ample,Ahmedabad East,https://www.squareyards.com/projects-in-saraspur-ahmedabad
r299817,Krishna Paradise,Navi Mumbai,https://www.squareyards.com/rent/property-for-rent-in-shree-krishna-paradise-navi-mumbai
r222581,Tricone City,Indore,https://www.squareyards.com/motera-in-ahmedabad-overview-1179
r378934,Signature Global City,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/signature-global-city-93/216130/project
r435636,Adarsh Lumina,Bangalore South,https://www.squareyards.com/projects-by-adarsh-developers-in-bangalore
r18030,Riddhi Siddhi Heritage,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/riddhi-siddhi-regency/54415/project
r249017,Poonam Park View,Beyond Mira Road,https://www.squareyards.com/palghar-residential-property/poonam-park-view/26292/project
r39286,Jaipurias Sunrise Greens,Chandigarh,https://www.squareyards.com/sale/resale-properties-in-jaipurias-sunrise-greens-zirakpur-zirakpur
r401796,Bramhacorp August Towers,Pune East,https://www.squareyards.com/pune-residential-property/bramhacorp-august-towers/210649/project
r435543,Embassy One Thane,Thane,https://www.squareyards.com/thane-residential-property/embassy-one-thane/323927/project
r34336,ASV Alexandria,Chennai South,https://www.squareyards.com/projects-by-asv-constructions-pvt-ltd-in-chennai
r275023,Vaswani Menlo Park,Bangalore East,https://www.squareyards.com/bangalore-residential-property/vaswani-menlo-park/8739/project
r348883,Mana Capitol,Bangalore East,https://www.squareyards.com/bangalore-residential-property/mana-capitol/30480/project
r54050,Gillco Palms,Mohali,https://www.squareyards.com/projects-by-gillco-developers-builders-in-chandigarh
r72085,Bhagwati Imperia,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/bhagwati-imperia/50854/project
r400176,Hiliving Serenity,Chennai North,https://www.squareyards.com/projects-in-madhavaram-chennai
r183097,Priyanka Unite,Navi Mumbai,https://www.squareyards.com/rent/3-bhk-for-rent-in-ulwe-navi-mumbai
r430024,Siddhipriya Gracia,Ahmedabad West,Not Found
r123405,Prestige Kew Gardens,Bangalore East,https://www.squareyards.com/bangalore-residential-property/prestige-kew-gardens/8437/project
r47344,Adarsh Serenity,Bangalore East,https://www.squareyards.com/bangalore-residential-property/adarsh-serenity/7718/project
r30314,AG Imperial Towers,Pune South,https://www.squareyards.com/sale/resale-properties-in-k-raheja-sterling-pune
r268833,Kanakia Zen World,Central Mumbai,https://www.squareyards.com/sale/resale-properties-in-kanakia-spaces-zen-world-mumbai
r412202,The Ambience,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/shree-ambience-court/117331/project/photos
r382864,Pathos Paras,Patna,https://www.squareyards.com/projects-by-rudra-real-estate-ltd-in-varanasi
r29462,New Cosmopolitan CGHS,Dwarka Delhi,https://www.squareyards.com/dwarka-in-delhi-overview-164
r172071,Amanora Adreno Towers,Pune East,https://www.squareyards.com/pune-residential-property/amanora-adreno-towers/22433/project
r436242,Chandak Sarvam,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/chandak-sarvam/324344/project
r412165,Elegant Hermitage,Bangalore West,https://www.squareyards.com/new-launch-by-elegant-builders-and-developers-in-bangalore
r23652,Wave Executive Floors,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/wave-executive-floors/3841/project
r272225,Breez Global Hill View,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/breez-global-hill-view/8907/project
r20622,Hiranandani Torino,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/hiranandani-gardens-torino/28958/project
r218,Gera Emerald City,Pune East,https://www.squareyards.com/sale/resale-properties-in-gera-emerald-city-baner-pune
r799,Godrej Garden City,Ahmedabad North,https://www.squareyards.com/ahmedabad-residential-property/godrej-garden-city/4716/project
r33142,Arihant City,Thane Outskirts,https://www.squareyards.com/projects-in-bhadwad-gaon-thane
r398,Kesar Exotica,Navi Mumbai,https://www.squareyards.com/sale/resale-properties-in-kesar-exotica-navi-mumbai
r372,Lodha Aqua,Western Mumbai,https://www.squareyards.com/thane-residential-property/lodha-aqua/3202/project
r9970,Godrej Woodsman Estate,Bangalore North,https://www.squareyards.com/bangalore-residential-property/godrej-woodsman-estate/1662/project
r18196,Landcraft River Heights,Ghaziabad,https://www.squareyards.com/sale/resale-properties-in-landcraft-river-heights-ghaziabad
r13402,Group Seven Rushi Heights,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/group-seven-rushi-heights/28480/project
r267801,Appaswamy Trellis,Chennai South,https://www.squareyards.com/projects-by-appaswamy-real-estates-in-chennai
r2460,Prateek Stylome,Noida,https://www.squareyards.com/sale/resale-properties-in-prateek-stylome-noida
r6802,Central Park Resorts,Gurgaon,https://www.squareyards.com/sale/resale-properties-in-central-park-resorts-gurgaon
r299559,PS Aurus,Kolkata East,https://www.squareyards.com/sale/resale-properties-in-ps-aurus-kolkata
r63753,CGHS Bank Apartments,Dwarka Delhi,https://www.squareyards.com/resale-4-bhk-servant-room-2200-sq-ft-apartment-in-sarv-priya-mahajan-cghs/7845194
r384004,Kohinoor Viva City,Pune East,https://www.squareyards.com/pune-residential-property/kohinoor-viva-city/143490/project
r413110,TVS Emerald Luxor,Chennai North,https://www.squareyards.com/chennai-residential-property/quality-anantha-lakshmi/324163/project
r3702,Trident Galaxy 3,Bhubaneswar,https://www.squareyards.com/sale/resale-properties-in-tata-ariana-bhubaneswar
r266138,Amaltas Castle,Raipur,https://www.squareyards.com/sale/property-for-sale-in-shankar-nagar-raipur
r437901,Disha Elysium,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/gagangiri-hareshwar-paradise/26449/project
r428351,Shree Ram Krishna Garden,Mira Bhayandar,https://www.squareyards.com/thane-residential-property/shree-ram-krishna-garden/244277/project
r162517,Sharada Akashparv,Pune West,https://www.squareyards.com/pune-residential-property/sharada-alliance-akashparv/23110/project
r64228,Orchid Tower,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/shree-orchid-tower/208911/project
r35278,DLF Kings Court,South Delhi,https://www.squareyards.com/resale-5-bhk-pooja-room-study-room-5500-sq-ft-villa-in-saket/7754223
r26408,Batukji Apartments CGHS,Dwarka Delhi,Not Found
r389082,JMS The Nation,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/jms-the-nation/141078/project
r76817,Bollywood Green City,Mohali,https://www.squareyards.com/mohali-sector-110-in-chandigarh-overview-11105
r17688,Gala Haven,Ahmedabad North,https://www.squareyards.com/sale/resale-properties-in-pacifica-north-enclave-ahmedabad
r1276,Vijay Orion,Thane,https://www.squareyards.com/rent/property-for-rent-in-vijay-orion-iii-thane
r118577,House of Hiranandani Devanahalli,Bangalore North,https://www.squareyards.com/bangalore-residential-property/house-of-hiranandani-devanahalli/17799/project
r228565,Jindal Global City,Sonipat,https://www.squareyards.com/resale-3-bhk-pooja-room-200-sq-yd-villa-in-jindal-global-city-sonepat/6976669
r508,Unitech The Residences,Gurgaon,https://www.squareyards.com/sale/resale-properties-in-unitech-uniworld-resorts-the-residences-gurgaon
r437067,Pokkisham Guha Fantasy,Coimbatore,Not Found
r405833,Shree Samarth Paradise,Thane Outskirts,https://www.squareyards.com/thane-residential-property/amber-darshan/63446/project
r12302,Kendriya Vihar,Gurgaon,https://www.squareyards.com/sale/2-bhk-flat-in-kendriya-vihar-gurgaon
r366751,Swati Parkside,Ahmedabad West,https://www.squareyards.com/sale/3-bhk-for-sale-in-shela-ahmedabad
r425274,Sai Ayaana,Navi Mumbai,https://www.squareyards.com/sale/1-bhk-for-sale-in-taloja-navi-mumbai
r369007,Vilas Javdekar Yashwin Orizzonte,Pune East,https://www.squareyards.com/pune-residential-property/yashwin-orizzonte/101668/project
r326357,My Home Ankura,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-my-home-ankura-hyderabad
r296799,Aarambh,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/aarambh-ambe-ashirwad/323966/project
r27796,Aarcity Krishna Apra Sapphire,Ghaziabad,https://www.squareyards.com/sale/resale-properties-in-aarcity-krishna-apra-plaza-noida
r415061,Girijas Sky Empire,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/girija-sky-empire/231002/project
r91047,Runwal Bliss,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/runwal-bliss/2772/project
r135875,Urbtech Xaviers,Noida,https://www.squareyards.com/noida-residential-property/urbtech-xaviers/21450/project
r11570,Bengal Greenfield Ambition,Kolkata East,https://www.squareyards.com/sale/resale-properties-in-bengal-greenfield-ambition-kolkata
r9688,Kolte Patil Downtown Langston,Pune East,https://www.squareyards.com/pune-residential-property/kolte-patil-downtown-langston/24872/project
r623,Nitesh Hyde Park,Bangalore South,https://www.squareyards.com/bangalore-residential-property/nitesh-hyde-park/8092/project
r302149,AGI Sky Garden,Jalandhar,https://www.squareyards.com/mumbai-residential-property/ijmima-tower/143874/project
r54356,Kent Oakville,Kochi,Not Found
r269571,Renowned Srishti,Ghaziabad,https://www.squareyards.com/sale/resale-properties-in-renowned-lotus-srishti-ghaziabad
r345467,Godrej Nurture,Bangalore South,https://www.squareyards.com/bangalore-residential-property/godrej-nurture-electronic-city/29982/project
r137827,DDA SFS Flats Dwarka,Dwarka Delhi,https://www.squareyards.com/sale/apartments-for-sale-in-sector-16b-dwarka-delhi
r374372,Vaibhavlaxmi Passcode One Vikhroli,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/vl-savli-eastern-groves-phase-1/103745/project
r399426,S3 Skygreens,Mira Bhayandar,https://www.squareyards.com/thane-residential-property/sanghvi-s3-skygreens/188819/project
r384676,Satguru ARV Riviera,Indore,Not Found
r26614,Elephanta Heights,Dwarka Delhi,https://www.squareyards.com/sale/resale-properties-in-harsh-apartments-delhi
r12768,CGHS Shubham Apartments,Dwarka Delhi,https://www.squareyards.com/sale/property-for-sale-in-sector-12-dwarka-delhi
r384721,Ashar Axis,Thane,https://www.squareyards.com/sale/resale-properties-in-ashar-axis-thane
r612,Provident Welworth City,Bangalore North,https://www.squareyards.com/bangalore-residential-property/provident-welworth-city/1503/project
r328339,Vriddhica Heritage,Kolkata South,Not Found
r69548,Kumar Princetown Royal,Pune South,https://www.squareyards.com/sale/resale-properties-in-ekta-california-pune
r249191,Singhania Harshit Harmony,Raipur,Not Found
r472,Kalpataru Serenity,Pune East,https://www.squareyards.com/pune-residential-property/kalpataru-serenity/2219/project
r38018,Assetz Marq,Bangalore East,https://www.squareyards.com/bangalore-residential-property/assetz-marq-phase-2/10706/project
r18998,Vijay residency,Thane,https://www.squareyards.com/sale/resale-properties-in-vijay-residency-thane-thane
r328809,Lodha Serenity,Thane Outskirts,https://www.squareyards.com/luxury-projects-in-dombivli-east-thane
r5980,Galaxy North Avenue 2,Greater Noida,https://www.squareyards.com/sale/apartments-for-sale-in-gaur-city-2-greater-noida
r416872,Neelkanth Palm Avenue,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/neelkanth-palm-avenue/234985/project
r33,Vipul Tatvam Villa,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/vipul-tatvam-villas/302/project
r320463,RRBC Piccassso,Bangalore South,https://www.squareyards.com/sale/resale-properties-in-rrbc-piccassso-bangalore
r262956,PS Vyom,Kolkata South,https://www.squareyards.com/rent/3-bhk-for-rent-near-lic-of-india-new-alipore-in-kolkata?page=9
r383756,Magarpatta Riverview City,Pune East,https://www.squareyards.com/sale/3-bhk-flat-in-magarpatta-riverview-city-pune
r33454,5 Star Royal Entrada,Pune West,https://www.squareyards.com/pune-residential-property/five-star-royal-entrada/21825/project
r416283,Bharat Alta Vistas,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/bharat-alta-vistas/232957/project
r13506,Rustomjee Elanza,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/rustomjee-elanza/3471/project/floor-plans
r380719,Eldeco Imperia,Lucknow,https://www.squareyards.com/lucknow-residential-property/eldeco-imperia/156747/project
r126521,Sukhwani Coloronic,Pune West,https://www.squareyards.com/projects-by-sukhwani-in-pune
r312425,Lodha Sterling,Thane,https://www.squareyards.com/thane-residential-property/lodha-sterling/100282/project
r328407,Rajat Sampoorna Homes,Raipur,https://www.squareyards.com/rent/property-for-rent-in-siddha-xanadu-studio-kolkata
r12856,Evershine Millennium Paradise,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/evershine-bliss/312080/project/photos
r35130,ABIL Castle Royale Grande,Pune North,https://www.squareyards.com/projects-by-abil-group-in-pune
r46362,Indosam75,Noida,https://www.squareyards.com/noida-residential-property/indosam75/21375/project
r788,Ajnara Daffodil,Noida,https://www.squareyards.com/rent/property-for-rent-in-ajnara-daffodil-noida
r5590,G Corp The Icon,Bangalore North,https://www.squareyards.com/sale/resale-properties-in-g-corp-the-icon-bangalore
r27156,Madhur Jeevan Apartment,Dwarka Delhi,https://www.squareyards.com/sale/resale-properties-in-rwa-block-c-jeevan-park-delhi
r319957,Brigade Parkside North,Bangalore North,https://www.squareyards.com/sale/resale-properties-in-brigade-parkside-north-bangalore
r35974,Kamdhenu Oaklands,Navi Mumbai,https://www.squareyards.com/projects-by-kamdhenu-in-navi-mumbai
r381920,DDA Plot Rohini,North Delhi,https://www.squareyards.com/resale-3-bhk-pooja-room-1600-sq-ft-apartment-in-dda-shiva-apartments/7888300
r154983,Shapoorji Sarova,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/shapoorji-pallonji-sarova/10427/project
r397295,Shri SP Nirvana,Ahmedabad West,https://www.squareyards.com/sale/apartments-for-sale-in-ghuma-ahmedabad
r28834,Jalvayu Vihar,Navi Mumbai,https://www.squareyards.com/sale/resale-properties-in-jalvayu-vihar-phase-2-and-3-navi-mumbai
r373124,GM Meena Eco Vista,Kolkata East,https://www.squareyards.com/kolkata-residential-property/gm-meena-orchid/29971/project
r821,BU Bhandari Colonnade,Pune East,https://www.squareyards.com/projects-by-bu-bhandari-in-pune
r5114,Gemini Grand Bay,Pune South,https://www.squareyards.com/sale/resale-properties-in-gemini-grand-bay-pune
r428410,JSB Nakshatra Gokul,Beyond Mira Road,https://www.squareyards.com/projects-by-av-group-in-palghar
r333371,Saheel ITrend Life,Pune West,https://www.squareyards.com/pune-residential-property/saheel-itrend-homes-phase-2-wing-b/10887/project
r26412,CGHS Gauri Ganesh Apartment,Dwarka Delhi,https://www.squareyards.com/sale/apartments-for-sale-in-sector-3-dwarka-delhi
r437792,SV Sai Synergy,Bangalore East,https://www.squareyards.com/projects-in-sompura-bangalore
r305659,Shapoorji Joyville,Pune West,https://www.squareyards.com/palghar-residential-property/shapoorji-pallonji-joyville/9674/project
r1622,Mohan Palms,Thane Outskirts,https://www.squareyards.com/mohan-projects/748/builder
r382262,Suraj Vitalis,South Mumbai,https://www.squareyards.com/mumbai-residential-property/suraj-vitalis/146938/project
r434503,The Rise,Pune South,https://www.squareyards.com/
r421392,Habulus Harmony,Bangalore South,https://www.squareyards.com/sale/property-for-sale-in-ananth-nagar-bangalore
r273489,Godrej Reserve,Bangalore North,https://www.squareyards.com/sale/resale-properties-in-godrej-reserve-bangalore
r339289,Godrej Nirvaan,Thane Outskirts,https://www.squareyards.com/ready-to-move-projects-in-thane
r82071,SandeepG Mayfair Paradise,Siliguri,Not Found
r23290,The Five Summits Address,Bangalore East,https://www.squareyards.com/bangalore-residential-property/the-five-summit-address/19082/project
r239550,Kolte Patil Downtown Xenia,Pune East,https://www.squareyards.com/ready-to-move-by-kolte-patil-developers-ltd-in-pune
r58848,Baashyaam Pinnacle Crest,Chennai South,https://www.squareyards.com/chennai-residential-property/baashyaam-pinnacle-crest/30550/project
r293785,BDA Sardar Vallab Bhai Patel Apsi Karar Yojna,Bhopal,Not Found
r417015,La Montana by TATA Value Homes,Pune West,https://www.squareyards.com/pune-residential-property/tata-la-montana-phase-3-sierra/24260/project
r430215,Titanium Residency,Aurangabad,https://www.squareyards.com/sale/resale-properties-in-signature-global-titanium-spr-gurgaon
r325351,BP Luxury Homes,Faridabad,https://www.squareyards.com/sale/resale-properties-in-bp-homes-faridabad
r387860,Arham Satyam Valencia,Navi Mumbai,https://www.squareyards.com/sale/resale-properties-in-arham-satyam-valencia-navi-mumbai
r428416,Shraddha Park City,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/shraddha-park-city/247093/project
r312483,Brigade Bricklane,Bangalore North,https://www.squareyards.com/sale/resale-properties-in-brigade-bricklane-bangalore
r420281,Kakkad Bella Casa,Pune West,https://www.squareyards.com/sale/plots-for-sale-in-ambegaon-budruk-pune
r409983,Metricon The Gateway,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/metricon-the-gateway/221783/project
r28814,CGHS Vinayak Apartments,Dwarka Delhi,https://www.squareyards.com/resale-4-bhk-servant-room-2200-sq-ft-apartment-in-sarv-priya-mahajan-cghs/7845194
r385561,Saanvi Nirman Stellar,Ahmedabad West,https://www.squareyards.com/sale/3-bhk-flat-in-saanvi-nirman-stellar-ahmedabad
r421539,Motwani Anantara,Bhubaneswar,https://www.squareyards.com/projects-by-motwani-constructions-pvt-ltd-in-bhubaneswar
r438197,Senthur Magizham Nagar,Pollachi,Not Found
r421809,The Atlantis 2,Ahmedabad North,https://www.squareyards.com/projects-in-adalaj-ahmedabad
r42626,Gajra Bhoomi Heights,Navi Mumbai,https://www.squareyards.com/sale/3-bhk-flat-in-gajra-bhoomi-heights-navi-mumbai
r10458,MVL Coral,Bhiwadi,https://www.squareyards.com/rent/property-for-rent-in-mvl-coral-bhiwadi
r433257,Sun Urban Park,Ahmedabad West,https://www.squareyards.com/thaltej-in-ahmedabad-overview-1178
r267043,Casagrand Bloom,Chennai South,https://www.squareyards.com/chennai-residential-property/amarprakash-palm-riviera/80277/project
r372334,Southern Vista,Kolkata South,https://www.squareyards.com/resale-4-bhk-pooja-room-1786-sq-ft-villa-in-signum-suncrest-estate/7558537
r53382,DDA Surabhi Apartments,Dwarka Delhi,https://www.squareyards.com/sale/2-bhk-for-sale-in-sector-11-dwarka-delhi
r11172,Reliaable Lakedew Residency,Bangalore East,https://www.squareyards.com/sale/resale-properties-in-reliaable-lakedew-residency-1-bangalore
r62097,Rajesh Residency,Navi Mumbai,https://www.squareyards.com/sale/resale-properties-in-raheja-tesla-industrial-navi-mumbai
r329837,Sushant Golf City,Lucknow,https://www.squareyards.com/sale/villas-in-sushant-golf-city-lucknow-between-1-crore-to-2-crore-for-sale
r421475,Amore Breeze Heights,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/amore-breeze-heights/240861/project
r18640,Rekhi Sai Daffodils,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/cidco-vastu-vihar/51217/project/photos
r414233,Bakeri Stella,Gandhinagar,https://www.squareyards.com/ahmedabad-residential-property/bakeri-stella/244528/project
r28512,Gulmohar Queenstown,Pune East,https://www.squareyards.com/projects-by-gulmohar-development-in-pune
r26644,Salcon The Verandas,Gurgaon,https://www.squareyards.com/sale/resale-properties-in-salcon-the-verandas-gurgaon
r387304,Dosti Nest,Thane,https://www.squareyards.com/thane-residential-property/dosti-west-county/10042/project
r373702,Newlook Bhavya Elite,Central Mumbai,https://www.squareyards.com/sale/resale-properties-in-newlook-bhavya-elite-mumbai
r318571,Navami Landmaark,Bangalore West,https://www.squareyards.com/projects-by-navami-in-bangalore
r282229,Vfive Elysium Phase 2,Trivandrum,https://www.squareyards.com/new-launch-projects-in-yamuna-expressway-greater-noida
r377646,Elenza Greenfield,Ahmedabad West,https://www.squareyards.com/ahmedabad-residential-property/goyal-orchid-blues/228709/project
r25348,Express Garden,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/express-garden/1320/project
r37284,Eros Rosewood City,Gurgaon,https://www.squareyards.com/sale/resale-properties-in-eros-rosewood-city-gurgaon
r11794,Paras Quartier,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/paras-quartier/498/project
r279687,Ekta Tripolis,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/ekta-tripolis/28745/project
r388904,Eon One,South Mumbai,https://www.squareyards.com/mumbai-residential-property/eon-one/114013/project
r1375,SPR Osian Chlorophyll,Chennai West,https://www.squareyards.com/chennai-residential-property/sprrg-osian-chlorophyll/4147/project
r328191,81 Aureate,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/mj-81-aureate/14120/project
r272205,GLS Avenue 51,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/gls-avenue-51/100381/project
r401197,Aparna Cyber Heights,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/aparna-cyber-heights/209614/project
r5126,Sterling Villa Grande,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sterling-villa-grande/1495/project
r233,Kumar Paradise,Pune East,https://www.squareyards.com/rent/property-for-rent-in-kumar-paradise-pune-pune
r380623,VIRTUSA TRITON,Hyderabad,Not Found
r434479,Runjhun Sudha Enclave,Hapur,Not Found
r27716,DLF Silver Oaks,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-silver-oaks/361/project
r336759,Prasun Sarvam,Pune East,https://www.squareyards.com/rent/property-for-rent-in-pentagon-fortune-east-pune
r152163,JTPL City Mohali,Mohali,https://www.squareyards.com/mohali-sector-115-in-chandigarh-overview-11102
r6088,RBD Stillwaters,Bangalore East,https://www.squareyards.com/bangalore-residential-property/rbd-stillwaters-villas/8160/project
r426778,Tricity Aura,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/tricity-aura/247854/project
r65210,Janaksar CGHS,Dwarka Delhi,Not Found
r353123,MICL Aaradhya One Earth,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/micl-aaradhya-one-earth/30567/project
r400411,Realmark Seasonss,Kolkata South,https://www.squareyards.com/kolkata-residential-property/realmark-seasonss/213612/project
r419816,Rajshree Regalia,Ahmedabad North,https://www.squareyards.com/mumbai-residential-property/neelkanth-the-regent/2867/project
r429967,Dosti Willow,Thane,https://www.squareyards.com/thane-residential-property/dosti-willow/251905/project
r384282,Venus Skky City,Thane Outskirts,https://www.squareyards.com/thane-residential-property/venus-skky-city/149433/project
r371279,Skyi Star City,Pune South,https://www.squareyards.com/pune-residential-property/skyi-star-city/112320/project
r19292,Sheth Vasant Fiona,Thane,https://www.squareyards.com/rent/property-for-rent-in-vasant-fiona-thane
r46954,Devi Sacred Heart Town,Pune South,https://www.squareyards.com/pune-residential-property/sacred-heart-town/24075/project
r14698,Samartha Aangan,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/samartha-aangan/61098/project
r433905,Godrej Skyline,Pune East,https://www.squareyards.com/
r417246,Shubh Mahadev Tower,Udaipur,https://www.squareyards.com/pune-residential-property/amanora-metro-tower/103969/project
r265009,Omaxe North Avenue 2,Bahadurgarh,https://www.squareyards.com/greater-noida-residential-property/sam-palm-olympia-phase-ii/20759/project/floor-plans
r302551,Sethia Imperial Avenue,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sethia-imperial-avenue/9976/project
r376046,Amulyam Greens,Raipur,https://www.squareyards.com/projects-by-space-india-in-navi-mumbai
r423265,Badris Jishnu Nivas,Vijayawada,Not Found
r26368,CGHS Skylark Apartments,Dwarka Delhi,https://www.squareyards.com/rental-3-bhk-pooja-room-2000-sq-ft-apartment-in-sector-10-dwarka/7581222
r436920,Shree Krishna Residency,Vapi,https://www.squareyards.com/jaipur-residential-property/shree-krishna-residency-keshupura/247289/project
r181115,JLPL Galaxy Heights,Mohali,https://www.squareyards.com/chandigarh-residential-property/janta-land-falcon-view/9060/project
r401010,VGK Summer Garden,Chennai South,Not Found
r410872,Noble Willasa,Mohali,https://www.squareyards.com/sale/property-for-sale-in-sector-99-mohali
r12572,Thiruvizha Apartments,Dwarka Delhi,Not Found
r407635,Origin Amogha,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/origin-amogha/223311/project
r54906,Shree Ravechi Heights,Navi Mumbai,https://www.squareyards.com/rent/property-for-rent-in-ravechi-heights-navi-mumbai
r429441,Rameshwar Luxuriom Elite,Ahmedabad South,Not Found
r4658,MR Delhi 99,Ghaziabad,https://www.squareyards.com/sale/resale-properties-in-proview-delhi-99-ghaziabad
r47216,Silveroak Estate,Kolkata East,https://www.squareyards.com/ready-to-move-projects-in-rajarhat-kolkata
r403760,Grand Vissta,Surat,https://www.squareyards.com/sale/resale-properties-in-grand-vista-apartments-faridabad
r410184,Aditya Luxuria,North Goa,https://www.squareyards.com/sale/3-bhk-flat-in-aditya-luxuria-estate-ghaziabad
r396057,Anantmani,Kolkata North,https://www.squareyards.com/kolkata-residential-property/anantmani/181484/project
r374987,VTP Sierra,Pune West,https://www.squareyards.com/pune-residential-property/vtp-sierra/103239/project
r10720,Ireo City Plots,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/ireo-city-plots/21028/project
r326161,Amolik Residency,Faridabad,https://www.squareyards.com/sale/resale-properties-in-amolik-residency-faridabad
r368780,Vrindavan Garden,Greater Noida,https://www.squareyards.com/sale/resale-properties-in-vrindavan-garden-greater-noida
r8010,Orchid Island,Gurgaon,https://www.squareyards.com/rent/property-for-rent-in-orchid-island-gurgaon
r414350,Ravilla Marutham Royal Park,Chennai North,Not Found
r12770,Param Puneet Apartment,Dwarka Delhi,https://www.squareyards.com/sale/apartments-for-sale-in-uttam-nagar-delhi
r1162,Mahagun Mywoods Phase 3,Greater Noida,https://www.squareyards.com/sale/resale-properties-in-mahagun-mywoods-greater-noida
r190973,Gillco Parkhills,Mohali,https://www.squareyards.com/chandigarh-residential-property/gillco-parkhills/9040/project
r343747,Suncity Avenue 76,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/suncity-avenue-76/103673/project
r227361,Arihant Anaika,Navi Mumbai,https://www.squareyards.com/rent/1-bhk-flat-in-arihant-anaika-navi-mumbai
r314829,Divine Desire,Surat,https://www.squareyards.com/pune-residential-property/shiv-hari-om-apartment/23896/project/photos
r300381,Aparna Sarovar Zenith,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/aparna-sarovar-zenith/100065/project
r430,Olympia Opaline,Chennai South,https://www.squareyards.com/chennai-residential-property/olympia-opaline-sequel/4038/project
