XID,Project,Phase,Configuration,List Item,Price
62235,Mahindra Luminare,1,4 BHK Apartment,2739 SQ.FT,Price on Request
62235,Mahindra Luminare,1,4 BHK Apartment,2740 SQ.FT,Price on Request
62235,Mahindra Luminare,1,5 BHK Apartment,3385 SQ.FT,Price on Request
327273,County 107,1,"4 BHK Apartment
6.65 Cr - 8.52 Cr",3501 SQ.FT,₹ 6.65 Cr
327273,County 107,1,"4 BHK Apartment
6.65 Cr - 8.52 Cr",4482 SQ.FT,₹ 8.52 Cr
327273,County 107,1,"5 BHK Apartment
12.48 Cr",6570 SQ.FT,₹ 12.48 Cr
404068,M3M Crown,1,"2 BHK Apartment
3.07 Cr",1615 SQ.FT,₹ 3.07 Cr
404068,M3M Crown,1,3 BHK Apartment,1555 SQ.FT,₹ 2.95 Cr
404068,M3M Crown,1,3 BHK Apartment,1605 SQ.FT,₹ 3.05 Cr
404068,M3M Crown,1,3 BHK Apartment,1665 SQ.FT,Price on Request
404068,M3M Crown,1,3 BHK Apartment,1868 SQ.FT,₹ 3.55 Cr
404068,M3M Crown,1,3 BHK Apartment,2105 SQ.FT,₹ 4.0 Cr
404068,M3M Crown,1,"3.5 BHK Apartment
3.41 Cr - 4.12 Cr",1795 SQ.FT,₹ 3.41 Cr
404068,M3M Crown,1,"3.5 BHK Apartment
3.41 Cr - 4.12 Cr",1825 SQ.FT,₹ 3.47 Cr
404068,M3M Crown,1,"3.5 BHK Apartment
3.41 Cr - 4.12 Cr",1895 SQ.FT,₹ 3.6 Cr
404068,M3M Crown,1,"3.5 BHK Apartment
3.41 Cr - 4.12 Cr",2022 SQ.FT,₹ 3.84 Cr
404068,M3M Crown,1,"3.5 BHK Apartment
3.41 Cr - 4.12 Cr",2080 SQ.FT,₹ 3.95 Cr
404068,M3M Crown,1,"3.5 BHK Apartment
3.41 Cr - 4.12 Cr",2170 SQ.FT,₹ 4.12 Cr
404068,M3M Crown,1,"4 BHK Apartment
4.27 Cr - 4.56 Cr",2248 SQ.FT,₹ 4.27 Cr
404068,M3M Crown,1,"4 BHK Apartment
4.27 Cr - 4.56 Cr",2305 SQ.FT,₹ 4.38 Cr
404068,M3M Crown,1,"4 BHK Apartment
4.27 Cr - 4.56 Cr",2400 SQ.FT,₹ 4.56 Cr
404068,M3M Crown,1,"4.5 BHK Apartment
4.77 Cr - 5.07 Cr",2510 SQ.FT,₹ 4.77 Cr
404068,M3M Crown,1,"4.5 BHK Apartment
4.77 Cr - 5.07 Cr",2570 SQ.FT,₹ 4.88 Cr
404068,M3M Crown,1,"4.5 BHK Apartment
4.77 Cr - 5.07 Cr",2670 SQ.FT,₹ 5.07 Cr
424568,JMS Premier Floors,1,2 BHK Apartment,1260 SQ.FT,Price on Request
424568,JMS Premier Floors,1,"2.5 BHK Apartment
1.09 Cr - 1.57 Cr",1340 SQ.FT,₹ 1.09 Cr
424568,JMS Premier Floors,1,"2.5 BHK Apartment
1.09 Cr - 1.57 Cr",1408 SQ.FT,₹ 1.14 Cr
424568,JMS Premier Floors,1,"2.5 BHK Apartment
1.09 Cr - 1.57 Cr",1835 SQ.FT,₹ 1.49 Cr
424568,JMS Premier Floors,1,"2.5 BHK Apartment
1.09 Cr - 1.57 Cr",1939 SQ.FT,₹ 1.57 Cr
424568,JMS Premier Floors,1,3 BHK Apartment,1592 SQ.FT,Price on Request
424568,JMS Premier Floors,1,"3.5 BHK Apartment
1.42 Cr - 1.95 Cr",1745 SQ.FT,₹ 1.42 Cr
424568,JMS Premier Floors,1,"3.5 BHK Apartment
1.42 Cr - 1.95 Cr",2403 SQ.FT,₹ 1.95 Cr
8130,Paradise Sai Miracle,1,2 BHK Apartment,1200 SQ.FT,Price on Request
8130,Paradise Sai Miracle,1,2 BHK Apartment,1225 SQ.FT,Price on Request
8130,Paradise Sai Miracle,1,2 BHK Apartment,1240 SQ.FT,Price on Request
8130,Paradise Sai Miracle,1,2 BHK Apartment,1265 SQ.FT,Price on Request
8130,Paradise Sai Miracle,1,3 BHK Apartment,1685 SQ.FT,Price on Request
8130,Paradise Sai Miracle,1,3 BHK Apartment,1710 SQ.FT,Price on Request
8130,Paradise Sai Miracle,1,3 BHK Apartment,2500 SQ.FT,Price on Request
8130,Paradise Sai Miracle,1,3 BHK Apartment,3125 SQ.FT,Price on Request
8590,Indiabulls Golf City,1,"1 BHK Apartment
25.04 L - 45.27 L",573 SQ.FT,₹ 25.04 L
8590,Indiabulls Golf City,1,"1 BHK Apartment
25.04 L - 45.27 L",576 SQ.FT,₹ 25.17 L
8590,Indiabulls Golf City,1,"1 BHK Apartment
25.04 L - 45.27 L",785 SQ.FT,₹ 34.3 L
8590,Indiabulls Golf City,1,"1 BHK Apartment
25.04 L - 45.27 L",918 SQ.FT,₹ 40.12 L
8590,Indiabulls Golf City,1,"1 BHK Apartment
25.04 L - 45.27 L",1036 SQ.FT,₹ 45.27 L
8590,Indiabulls Golf City,1,"2 BHK Apartment
57.6 L - 72.45 L",1318 SQ.FT,₹ 57.6 L
8590,Indiabulls Golf City,1,"2 BHK Apartment
57.6 L - 72.45 L",1377 SQ.FT,₹ 60.17 L
8590,Indiabulls Golf City,1,"2 BHK Apartment
57.6 L - 72.45 L",1427 SQ.FT,₹ 62.36 L
8590,Indiabulls Golf City,1,"2 BHK Apartment
57.6 L - 72.45 L",1529 SQ.FT,₹ 66.82 L
8590,Indiabulls Golf City,1,"2 BHK Apartment
57.6 L - 72.45 L",1658 SQ.FT,₹ 72.45 L
8590,Indiabulls Golf City,1,"3 BHK Apartment
69.88 L - 1.41 Cr",1599 SQ.FT,₹ 69.88 L
8590,Indiabulls Golf City,1,"3 BHK Apartment
69.88 L - 1.41 Cr",1812 SQ.FT,₹ 79.18 L
8590,Indiabulls Golf City,1,"3 BHK Apartment
69.88 L - 1.41 Cr",1979 SQ.FT,₹ 86.48 L
8590,Indiabulls Golf City,1,"3 BHK Apartment
69.88 L - 1.41 Cr",2515 SQ.FT,₹ 1.1 Cr
8590,Indiabulls Golf City,1,"3 BHK Apartment
69.88 L - 1.41 Cr",3218 SQ.FT,₹ 1.41 Cr
8590,Indiabulls Golf City,1,"4 BHK Apartment
1.06 Cr - 1.56 Cr",2437 SQ.FT,₹ 1.06 Cr
8590,Indiabulls Golf City,1,"4 BHK Apartment
1.06 Cr - 1.56 Cr",2674 SQ.FT,₹ 1.17 Cr
8590,Indiabulls Golf City,1,"4 BHK Apartment
1.06 Cr - 1.56 Cr",2690 SQ.FT,₹ 1.18 Cr
8590,Indiabulls Golf City,1,"4 BHK Apartment
1.06 Cr - 1.56 Cr",2978 SQ.FT,₹ 1.3 Cr
8590,Indiabulls Golf City,1,"4 BHK Apartment
1.06 Cr - 1.56 Cr",3572 SQ.FT,₹ 1.56 Cr
18410,Experion The Westerlies,1,"4 BHK Villa
8.99 Cr - 10.54 Cr",4486 SQ.FT,₹ 8.99 Cr
18410,Experion The Westerlies,1,"4 BHK Villa
8.99 Cr - 10.54 Cr",4782 SQ.FT,₹ 9.59 Cr
18410,Experion The Westerlies,1,"4 BHK Villa
8.99 Cr - 10.54 Cr",5260 SQ.FT,₹ 10.54 Cr
18410,Experion The Westerlies,1,"5 BHK Villa
10.47 Cr - 18.04 Cr",5222 SQ.FT,₹ 10.47 Cr
18410,Experion The Westerlies,1,"5 BHK Villa
10.47 Cr - 18.04 Cr",6824 SQ.FT,₹ 13.68 Cr
18410,Experion The Westerlies,1,"5 BHK Villa
10.47 Cr - 18.04 Cr",6899 SQ.FT,₹ 13.83 Cr
18410,Experion The Westerlies,1,"5 BHK Villa
10.47 Cr - 18.04 Cr",8146 SQ.FT,₹ 16.33 Cr
18410,Experion The Westerlies,1,"5 BHK Villa
10.47 Cr - 18.04 Cr",8397 SQ.FT,₹ 16.83 Cr
18410,Experion The Westerlies,1,"5 BHK Villa
10.47 Cr - 18.04 Cr",8998 SQ.FT,₹ 18.04 Cr
320141,Godrej Air,1,"1 BHK Apartment
2.29 Cr",954 SQ.FT,₹ 2.29 Cr
320141,Godrej Air,1,"2 BHK Apartment
2.38 Cr - 3.34 Cr",990 SQ.FT,₹ 2.38 Cr
320141,Godrej Air,1,"2 BHK Apartment
2.38 Cr - 3.34 Cr",1044 SQ.FT,₹ 2.51 Cr
320141,Godrej Air,1,"2 BHK Apartment
2.38 Cr - 3.34 Cr",1046 SQ.FT,₹ 2.51 Cr
320141,Godrej Air,1,"2 BHK Apartment
2.38 Cr - 3.34 Cr",1263 SQ.FT,₹ 3.03 Cr
320141,Godrej Air,1,"2 BHK Apartment
2.38 Cr - 3.34 Cr",1390 SQ.FT,₹ 3.34 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1161 SQ.FT,₹ 2.79 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1292 SQ.FT,₹ 3.1 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1313 SQ.FT,₹ 3.15 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1370 SQ.FT,₹ 3.29 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1371 SQ.FT,₹ 3.29 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1376 SQ.FT,₹ 3.3 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1507 SQ.FT,₹ 3.62 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1582 SQ.FT,₹ 3.8 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",1829 SQ.FT,₹ 4.39 Cr
320141,Godrej Air,1,"3 BHK Apartment
2.79 Cr - 5.11 Cr",2129 SQ.FT,₹ 5.11 Cr
320141,Godrej Air,1,"4 BHK Apartment
3.97 Cr - 6.24 Cr",1654 SQ.FT,₹ 3.97 Cr
320141,Godrej Air,1,"4 BHK Apartment
3.97 Cr - 6.24 Cr",1841 SQ.FT,₹ 4.42 Cr
320141,Godrej Air,1,"4 BHK Apartment
3.97 Cr - 6.24 Cr",1950 SQ.FT,₹ 4.68 Cr
320141,Godrej Air,1,"4 BHK Apartment
3.97 Cr - 6.24 Cr",1951 SQ.FT,₹ 4.68 Cr
320141,Godrej Air,1,"4 BHK Apartment
3.97 Cr - 6.24 Cr",2599 SQ.FT,₹ 6.24 Cr
379657,Signature Global City 92,1,"2 BHK Apartment
1.1 Cr",955 SQ.FT,"₹ 1.1 Cr
i"
379657,Signature Global City 92,1,"3 BHK Apartment
1.32 Cr",1095 SQ.FT,"₹ 1.32 Cr
i"
412546,DLF Privana South,1,"4 BHK Apartment
7.1 Cr",3577 SQ.FT,₹ 7.1 Cr
412546,DLF Privana South,1,"4 BHK Penthouse
10.86 Cr",5472 SQ.FT,₹ 10.86 Cr
297055,Godrej Nature Plus,1,"2 BHK Apartment
1.34 Cr - 1.41 Cr",1310 SQ.FT,₹ 1.34 Cr
297055,Godrej Nature Plus,1,"2 BHK Apartment
1.34 Cr - 1.41 Cr",1311 SQ.FT,₹ 1.34 Cr
297055,Godrej Nature Plus,1,"2 BHK Apartment
1.34 Cr - 1.41 Cr",1385 SQ.FT,₹ 1.41 Cr
297055,Godrej Nature Plus,1,"2.5 BHK Apartment
1.56 Cr",1528 SQ.FT,₹ 1.56 Cr
297055,Godrej Nature Plus,1,"3 BHK Apartment
1.59 Cr - 2.03 Cr",1557 SQ.FT,₹ 1.59 Cr
297055,Godrej Nature Plus,1,"3 BHK Apartment
1.59 Cr - 2.03 Cr",1986 SQ.FT,₹ 2.02 Cr
297055,Godrej Nature Plus,1,"3 BHK Apartment
1.59 Cr - 2.03 Cr",1996 SQ.FT,₹ 2.03 Cr
15378,Solitairian City,1,"1 BHK Apartment
49.84 L",665 SQ.FT,₹ 49.84 L
15378,Solitairian City,1,"2 BHK Apartment
74.95 L - 1.72 Cr",1000 SQ.FT,₹ 74.95 L
15378,Solitairian City,1,"2 BHK Apartment
74.95 L - 1.72 Cr",1012 SQ.FT,₹ 75.85 L
15378,Solitairian City,1,"2 BHK Apartment
74.95 L - 1.72 Cr",1115 SQ.FT,₹ 83.57 L
15378,Solitairian City,1,"2 BHK Apartment
74.95 L - 1.72 Cr",1140 SQ.FT,₹ 85.44 L
15378,Solitairian City,1,"2 BHK Apartment
74.95 L - 1.72 Cr",1660 SQ.FT,₹ 1.24 Cr
15378,Solitairian City,1,"2 BHK Apartment
74.95 L - 1.72 Cr",1925 SQ.FT,₹ 1.72 Cr
15378,Solitairian City,1,"3 BHK Apartment
1.07 Cr - 2.15 Cr",1425 SQ.FT,₹ 1.07 Cr
15378,Solitairian City,1,"3 BHK Apartment
1.07 Cr - 2.15 Cr",1850 SQ.FT,₹ 1.39 Cr
15378,Solitairian City,1,"3 BHK Apartment
1.07 Cr - 2.15 Cr",1935 SQ.FT,₹ 1.45 Cr
15378,Solitairian City,1,"3 BHK Apartment
1.07 Cr - 2.15 Cr",2080 SQ.FT,₹ 1.56 Cr
15378,Solitairian City,1,"3 BHK Apartment
1.07 Cr - 2.15 Cr",2400 SQ.FT,₹ 2.15 Cr
15378,Solitairian City,1,"3 BHK Villa
1.74 Cr",1740 SQ.FT,₹ 1.74 Cr
15378,Solitairian City,1,"4 BHK Apartment
3.9 Cr",4350 SQ.FT,₹ 3.9 Cr
15378,Solitairian City,1,"5 BHK Villa
3.1 Cr - 4.65 Cr",3100 SQ.FT,₹ 3.1 Cr
15378,Solitairian City,1,"5 BHK Villa
3.1 Cr - 4.65 Cr",4650 SQ.FT,₹ 4.65 Cr
378934,Signature Global City,1,"2 BHK Apartment
1.17 Cr",990 SQ.FT,₹ 1.17 Cr
378934,Signature Global City,1,"3 BHK Apartment
1.47 Cr - 2.71 Cr",1250 SQ.FT,₹ 1.47 Cr
378934,Signature Global City,1,"3 BHK Apartment
1.47 Cr - 2.71 Cr",1440 SQ.FT,₹ 1.7 Cr
378934,Signature Global City,1,"3 BHK Apartment
1.47 Cr - 2.71 Cr",2300 SQ.FT,₹ 2.71 Cr
378934,Signature Global City,2,"2 BHK Apartment
1.16 Cr - 1.26 Cr",1050 SQ.FT,₹ 1.16 Cr
378934,Signature Global City,2,"2 BHK Apartment
1.16 Cr - 1.26 Cr",1060 SQ.FT,₹ 1.17 Cr
378934,Signature Global City,2,"2 BHK Apartment
1.16 Cr - 1.26 Cr",1150 SQ.FT,₹ 1.26 Cr
378934,Signature Global City,2,"3 BHK Apartment
1.42 Cr - 1.69 Cr",1295 SQ.FT,₹ 1.42 Cr
378934,Signature Global City,2,"3 BHK Apartment
1.42 Cr - 1.69 Cr",1305 SQ.FT,₹ 1.44 Cr
378934,Signature Global City,2,"3 BHK Apartment
1.42 Cr - 1.69 Cr",1450 SQ.FT,₹ 1.6 Cr
378934,Signature Global City,2,"3 BHK Apartment
1.42 Cr - 1.69 Cr",1535 SQ.FT,₹ 1.69 Cr
378934,Signature Global City,3,"Plot
1.14 Cr - 1.49 Cr",1000 SQ.FT,₹ 1.14 Cr
378934,Signature Global City,3,"Plot
1.14 Cr - 1.49 Cr",1305 SQ.FT,₹ 1.49 Cr
318679,Hero Homes,1,"2 BHK Apartment
1.5 Cr",1099 SQ.FT,"₹ 1.5 Cr
i"
318679,Hero Homes,1,"3 BHK Apartment
1.9 Cr - 2.4 Cr",1359 SQ.FT,"₹ 1.9 Cr
i"
318679,Hero Homes,1,"3 BHK Apartment
1.9 Cr - 2.4 Cr",1389 SQ.FT,"₹ 1.9 Cr
i"
318679,Hero Homes,1,"3 BHK Apartment
1.9 Cr - 2.4 Cr",1689 SQ.FT,"₹ 2.4 Cr
i"
318679,Hero Homes,1,"4 BHK Apartment
3.67 Cr",2450 SQ.FT,"₹ 3.67 Cr
i"
328903,L and T Seawoods Residences,1,2 BHK Apartment,490 SQ.FT,Price on Request
328903,L and T Seawoods Residences,1,2 BHK Apartment,493 SQ.FT,₹ 1.6 Cr
328903,L and T Seawoods Residences,1,2 BHK Apartment,522 SQ.FT,₹ 1.69 Cr
328903,L and T Seawoods Residences,1,2 BHK Apartment,710 SQ.FT,Price on Request
328903,L and T Seawoods Residences,1,3 BHK Apartment,673 SQ.FT,₹ 2.27 Cr
328903,L and T Seawoods Residences,1,3 BHK Apartment,808 SQ.FT,Price on Request
328903,L and T Seawoods Residences,1,3 BHK Apartment,877 SQ.FT,Price on Request
328903,L and T Seawoods Residences,1,3 BHK Apartment,880 SQ.FT,₹ 2.85 Cr
328903,L and T Seawoods Residences,1,3 BHK Apartment,884 SQ.FT,Price on Request
328903,L and T Seawoods Residences,1,3 BHK Apartment,1240 SQ.FT,Price on Request
328903,L and T Seawoods Residences,2,2 BHK Apartment,490 SQ.FT,Price on Request
328903,L and T Seawoods Residences,2,2 BHK Apartment,493 SQ.FT,₹ 1.6 Cr
328903,L and T Seawoods Residences,2,2 BHK Apartment,522 SQ.FT,₹ 1.69 Cr
328903,L and T Seawoods Residences,2,2 BHK Apartment,710 SQ.FT,Price on Request
328903,L and T Seawoods Residences,2,3 BHK Apartment,673 SQ.FT,₹ 2.27 Cr
328903,L and T Seawoods Residences,2,3 BHK Apartment,808 SQ.FT,Price on Request
328903,L and T Seawoods Residences,2,3 BHK Apartment,877 SQ.FT,Price on Request
328903,L and T Seawoods Residences,2,3 BHK Apartment,880 SQ.FT,₹ 2.85 Cr
328903,L and T Seawoods Residences,2,3 BHK Apartment,884 SQ.FT,Price on Request
328903,L and T Seawoods Residences,2,3 BHK Apartment,1240 SQ.FT,Price on Request
328903,L and T Seawoods Residences,3,"2 BHK Apartment
2.46 Cr - 2.62 Cr",770 SQ.FT,₹ 2.46 Cr
328903,L and T Seawoods Residences,3,"2 BHK Apartment
2.46 Cr - 2.62 Cr",820 SQ.FT,₹ 2.62 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1080 SQ.FT,₹ 3.45 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1105 SQ.FT,₹ 3.53 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1165 SQ.FT,₹ 3.72 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1240 SQ.FT,₹ 3.96 Cr
403847,Adore Smart City,1,"Plot
71.12 L - 84 L",127 SQ.YD,₹ 71.12 L
403847,Adore Smart City,1,"Plot
71.12 L - 84 L",150 SQ.YD,₹ 84.0 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",900 SQ.FT,₹ 54.0 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1055 SQ.FT,₹ 63.27 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1150 SQ.FT,₹ 68.99 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1162 SQ.FT,₹ 69.73 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1169 SQ.FT,₹ 70.12 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1177 SQ.FT,₹ 70.61 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1333 SQ.FT,₹ 79.99 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1501 SQ.FT,₹ 90.09 L
403847,Adore Smart City,2,"Plot
54 L - 97.2 L",1620 SQ.FT,₹ 97.2 L
430191,Adani Lushlands,1,"4 BHK Apartment
6.2 Cr - 9.51 Cr",2660 SQ.FT,₹ 6.2 Cr
430191,Adani Lushlands,1,"4 BHK Apartment
6.2 Cr - 9.51 Cr",3292 SQ.FT,₹ 7.68 Cr
430191,Adani Lushlands,1,"4 BHK Apartment
6.2 Cr - 9.51 Cr",3315 SQ.FT,₹ 7.73 Cr
430191,Adani Lushlands,1,"4 BHK Apartment
6.2 Cr - 9.51 Cr",4080 SQ.FT,₹ 9.51 Cr
430191,Adani Lushlands,1,"6 BHK Apartment
15.15 Cr",6495 SQ.FT,₹ 15.15 Cr
430191,Adani Lushlands,1,"6 BHK Penthouse
16.57 Cr",7104 SQ.FT,₹ 16.57 Cr
153,KLJ Greens,1,"2 BHK Apartment
61.75 L",1343 SQ.FT,₹ 61.75 L
153,KLJ Greens,1,"2.5 BHK Apartment
58.81 L - 63.77 L",1279 SQ.FT,₹ 58.81 L
153,KLJ Greens,1,"2.5 BHK Apartment
58.81 L - 63.77 L",1387 SQ.FT,₹ 63.77 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1602 SQ.FT,₹ 73.66 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1666 SQ.FT,₹ 76.6 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1675 SQ.FT,₹ 77.02 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1707 SQ.FT,₹ 78.49 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1710 SQ.FT,₹ 78.63 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1770 SQ.FT,₹ 81.39 L
153,KLJ Greens,1,"3.5 BHK Apartment
79.09 L",1720 SQ.FT,₹ 79.09 L
153,KLJ Greens,1,"4 BHK Apartment
98.4 L - 1.08 Cr",2140 SQ.FT,₹ 98.4 L
153,KLJ Greens,1,"4 BHK Apartment
98.4 L - 1.08 Cr",2141 SQ.FT,₹ 98.44 L
153,KLJ Greens,1,"4 BHK Apartment
98.4 L - 1.08 Cr",2339 SQ.FT,₹ 1.08 Cr
294215,Arihant Aspire,1,1 BHK Apartment,335 SQ.FT,"₹ 50.0 L
i"
294215,Arihant Aspire,1,1 BHK Apartment,335 SQ.FT,₹ 43.55 L
294215,Arihant Aspire,1,1 BHK Apartment,365 SQ.FT,₹ 47.44 L
294215,Arihant Aspire,1,1 BHK Apartment,333 SQ.FT,₹ 55.17 L
294215,Arihant Aspire,1,1 BHK Apartment,365 SQ.FT,₹ 60.47 L
294215,Arihant Aspire,1,1 BHK Apartment,400 SQ.FT,Price on Request
294215,Arihant Aspire,1,1 BHK Apartment,450 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,489 SQ.FT,"₹ 80.0 L
i"
294215,Arihant Aspire,1,2 BHK Apartment,607 SQ.FT,"₹ 99.3 L
i"
294215,Arihant Aspire,1,2 BHK Apartment,570 SQ.FT,₹ 74.09 L
294215,Arihant Aspire,1,2 BHK Apartment,600 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,650 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,732 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,765 SQ.FT,₹ 1.31 Cr
294215,Arihant Aspire,1,3 BHK Apartment,900 SQ.FT,Price on Request
294215,Arihant Aspire,1,3 BHK Apartment,950 SQ.FT,Price on Request
391580,DLF The Grove,1,"3 BHK Apartment
5.32 Cr",1660 SQ.FT,₹ 5.32 Cr
391580,DLF The Grove,1,4 BHK Apartment,1988 SQ.FT,₹ 6.37 Cr
391580,DLF The Grove,1,4 BHK Apartment,2421 SQ.FT,₹ 7.76 Cr
391580,DLF The Grove,1,4 BHK Apartment,2430 SQ.FT,Price on Request
391580,DLF The Grove,1,4 BHK Apartment,3150 SQ.FT,₹ 10.1 Cr
391580,DLF The Grove,1,4 BHK Apartment,4500 SQ.FT,₹ 14.42 Cr
391580,DLF The Grove,1,4 BHK Apartment,4521 SQ.FT,Price on Request
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1165 SQ.FT,₹ 1.55 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1249 SQ.FT,₹ 1.67 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1285 SQ.FT,₹ 1.71 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1286 SQ.FT,₹ 1.71 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1355 SQ.FT,₹ 1.81 Cr
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",854 SQ.FT,₹ 70.03 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",900 SQ.FT,₹ 73.8 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",954 SQ.FT,₹ 78.23 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",955 SQ.FT,₹ 78.31 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1125 SQ.FT,₹ 92.25 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1395 SQ.FT,₹ 1.14 Cr
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1614 SQ.FT,₹ 1.32 Cr
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1620 SQ.FT,₹ 1.33 Cr
405181,M3M Golf Hills,1,"2 BHK Apartment
2.08 Cr",1420 SQ.FT,₹ 2.08 Cr
405181,M3M Golf Hills,1,"3 BHK Apartment
2.79 Cr - 3.08 Cr",1900 SQ.FT,₹ 2.79 Cr
405181,M3M Golf Hills,1,"3 BHK Apartment
2.79 Cr - 3.08 Cr",1902 SQ.FT,₹ 2.79 Cr
405181,M3M Golf Hills,1,"3 BHK Apartment
2.79 Cr - 3.08 Cr",2090 SQ.FT,₹ 3.07 Cr
405181,M3M Golf Hills,1,"3 BHK Apartment
2.79 Cr - 3.08 Cr",2100 SQ.FT,₹ 3.08 Cr
405181,M3M Golf Hills,1,"3.5 BHK Apartment
3.32 Cr",2260 SQ.FT,₹ 3.32 Cr
405181,M3M Golf Hills,1,"4 BHK Apartment
3.86 Cr - 3.89 Cr",2630 SQ.FT,₹ 3.86 Cr
405181,M3M Golf Hills,1,"4 BHK Apartment
3.86 Cr - 3.89 Cr",2650 SQ.FT,₹ 3.89 Cr
405181,M3M Golf Hills,1,"4.5 BHK Apartment
3.94 Cr",2685 SQ.FT,₹ 3.94 Cr
405181,M3M Golf Hills,2,"2.5 BHK Apartment
2.13 Cr",1420 SQ.FT,₹ 2.13 Cr
405181,M3M Golf Hills,2,3 BHK Apartment,2090 SQ.FT,Price on Request
405181,M3M Golf Hills,2,3 BHK Apartment,2100 SQ.FT,Price on Request
405181,M3M Golf Hills,2,"3.5 BHK Apartment
2.85 Cr - 3.08 Cr",1900 SQ.FT,₹ 2.85 Cr
405181,M3M Golf Hills,2,"3.5 BHK Apartment
2.85 Cr - 3.08 Cr",2050 SQ.FT,₹ 3.08 Cr
405181,M3M Golf Hills,2,4 BHK Apartment,2630 SQ.FT,Price on Request
405181,M3M Golf Hills,2,4 BHK Apartment,2685 SQ.FT,Price on Request
405181,M3M Golf Hills,2,"4.5 BHK Apartment
3.98 Cr",2650 SQ.FT,₹ 3.98 Cr
213249,Godrej 101,1,"2 BHK Apartment
1.24 Cr - 1.63 Cr",1050 SQ.FT,₹ 1.24 Cr
213249,Godrej 101,1,"2 BHK Apartment
1.24 Cr - 1.63 Cr",1383 SQ.FT,₹ 1.63 Cr
213249,Godrej 101,1,"2.5 BHK Apartment
1.74 Cr - 1.86 Cr",1470 SQ.FT,₹ 1.74 Cr
213249,Godrej 101,1,"2.5 BHK Apartment
1.74 Cr - 1.86 Cr",1491 SQ.FT,₹ 1.76 Cr
213249,Godrej 101,1,"2.5 BHK Apartment
1.74 Cr - 1.86 Cr",1505 SQ.FT,₹ 1.78 Cr
