XID,URL,Project Name,Phase,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
136575,https://www.squareyards.com/gurgaon-residential-property/ashiana-anmol-phase-3/113087/project,Ashiana Anmol Phase 3,Square Yards  Phase 1,"Sohna Sector 33, Gurgaon",Rs1.08 Cr - 1.87 Cr,N/A,Under Construction,"2, 3 BHK",1205 Sq. Ft to 1884 Sq. Ft (Saleable),Ashiana,370 units,6.7 Acres,Ask for Details,Ask for Details,Sohna Sector 33,Sohna,"Unlock investment opportunities in Sohna Sector 33.,Experience modern living with power backup assurance.,Minutes away from Sohna Gurgaon Road for easy access.,Superior amenities including state-of-the-art gymnasium facilities.,High-quality finishes with acrylic emulsion and laminated wood.",https://www.squareyards.com/ashiana-projects/17/builder,40 Years Experience,7,39,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Chimney; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Rappelling/Rock Climbing,Power Backup; Treated Water Supply; High Speed Elevators; Pre-School; Day Care Center; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Reading Room/Library; Party Hall; Cards Room; Amphitheater; Indoor Games; Luxurious Clubhouse
423388,https://www.squareyards.com/gurgaon-residential-property/puri-diplomatic-residences/245971/project,Puri Diplomatic Residences,Square Yards  Phase 1,"Sector 111, Gurgaon",Rs4.23 Cr - 7.30 Cr,N/A,New Launch,"3, 4 BHK",2282 Sq. Ft to 3475 Sq. Ft (Saleable),Puri,692 units,5.41 Acres,Ask for Details,Ask for Details,Sector 111,Dwarka Expressway,"Easily accessible near Old Delhi Gurgaon Road and Dwarka Expressway.,Strategically located for seamless connectivity to NH 8.,Affordable luxury apartments with RERA-approved status.,Unwind with top-notch amenities like gym, power backup, and 24x7 security.,Exclusive features like mini theatre, rainwater harvesting, and eco-friendly design.",https://www.squareyards.com/puri-projects/90/builder,42 Years Experience,2,12,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Ceilings: False Ceiling; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Structure: RCC Frame Structure, Seismic Zone IV Compliant",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Mini Theatre; Party Hall; Cards Room; Clubhouse; Indoor Games
423473,https://www.squareyards.com/gurgaon-residential-property/anant-raj-the-estate-residences/244338/project,Anant Raj The Estate Residences,Square Yards  Phase 1,"Sector 63A, Gurgaon",Rs8.16 Cr - 10.52 Cr,"Rs22,000 Per Sq. Ft",New Launch,4 BHK,3710 Sq. Ft to 4781 Sq. Ft (Saleable),Anant Raj,248 units,5.5 Acres,Ask for Details,Ask for Details,Sector 63A,Golf Course Extension,"Experience luxurious living near Golf Course Extension Road, Gurgaon.,Enjoy modern amenities like power backup and gymnasium at The Estate Residences.,Explore spacious 4 BHK apartments with areas ranging from 3710 to 4781 Sq. Ft.,Get perfectly secured living with master bedroom walls finished with oil bound distemper.,Invest in a strategic location with proximity to Sohna Gurgaon Road and Sector 63A.,Discover a haven of comfort at The Estate Residences, perfect for a luxurious and tranquil living.",https://www.squareyards.com/anant-raj-projects/13/builder,50 Years Experience,1,10,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure, Seismic Zone V Compliant",Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; Treated Water Supply; Pet Area; Guest House; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area; IGBC Certified Building,Party Hall; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
265503,https://www.squareyards.com/gurgaon-residential-property/tata-la-vida/8560/project,Tata La Vida,Square Yards  Phase 1,"Sector 113, Gurgaon",Rs2.71 Cr - 3.35 Cr,N/A,Partially Ready To Move,"2, 3 BHK",1276 Sq. Ft to 1579 Sq. Ft (Saleable),Tata,680 units,12 Acres,Ask for Details,"Mar 30, 2020",Sector 113,Dwarka Expressway,"Skywalk Promenade,Premium Real Estate Developers,80% Open Spaces,Mini Movie Theatre,Located in Sector 113, Gurgaon, in proximity to Dwarka Expressway,Provides 2 and 3 BHK apartments between 1,276 to 1,579 sq. ft.,Features a mini movie theatre, clubhouse, swimming pool, gymnasium, and yoga deck,Built by Tata Housing Development Company Ltd.,Located near schools, hospitals, and malls for the convenience of residents",https://www.squareyards.com/tata-projects/126/builder,35 Years Experience,5,69,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Cafe / Coffee Bar; Massage Room; Sauna; Party Hall; Cards Room; Clubhouse; Indoor Games; Spa
302889,https://www.squareyards.com/greater-noida-residential-property/ats-happy-trails/10038/project,ATS Happy Trails,Square Yards  Phase 1,"Sector 10 Greater Noida, Greater Noida",Rs1.39 Cr - 1.93 Cr,"Rs11,900 Per Sq. Ft",Under Construction,"2, 3 BHK",1165 Sq. Ft to 1625 Sq. Ft (Saleable),ATS,1239 units,8.59 Acres,Ask for Details,"Apr 30, 2025",Sector 10 Greater Noida,Greater Noida West,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Party Hall; Cards Room; Clubhouse; Indoor Games; Hypermarket
123483,https://www.squareyards.com/greater-noida-residential-property/ace-divino/10048/project,Ace Divino,Square Yards  Phase 1,"Sector 1 Greater Noida, Greater Noida",Rs1.13 Cr - 3.35 Cr,"Rs12,000 Per Sq. Ft",Ready to Move,"2, 3, 4 BHK",945 Sq. Ft to 2790 Sq. Ft (Saleable),ACE,1572 units,10.41 Acres,Ask for Details,"Apr 10, 2023",Sector 1 Greater Noida,Greater Noida West,,https://www.squareyards.com/ace-projects/166/builder,14 Years Experience,5,13,UPRERAAGT10119,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; AC Waiting Lobby; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Cafe / Coffee Bar; Sauna; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; High Street Retail; Food Court; Senior Citizen Area
5832,https://www.squareyards.com/greater-noida-residential-property/nirala-estate/20684/project,Nirala Estate,Square Yards  Phase 1,"Tech Zone 4 Greater Noida, Greater Noida",Rs1.06 Cr - 2.48 Cr,N/A,Under Construction,"2, 3, 4 BHK",955 Sq. Ft to 2320 Sq. Ft (Saleable),Nirala World,2090 units,25 Acres,Ask for Details,Ask for Details,Tech Zone 4 Greater Noida,Greater Noida West,,https://www.squareyards.com/nirala-world-projects/325/builder,23 Years Experience,1,3,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Separate Enrty /Exit Gates; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building,Party Hall; Clubhouse; Amphitheater; Indoor Games; Jacuzzi; Multi Brand Retail; High Street Retail
12900,https://www.squareyards.com/greater-noida-residential-property/fusion-homes/939/project,Fusion Homes,Square Yards  Phase 1,"Tech Zone 4 Greater Noida, Greater Noida",Rs64.75 Lac - 1.43 Cr,N/A,Ready to Move,"2, 3, 4 BHK",925 Sq. Ft to 2045 Sq. Ft (Saleable),Fusion Buildtech,1604 units,8.9 Acres,Ask for Details,"Dec 30, 2017",Tech Zone 4 Greater Noida,Greater Noida West,,https://www.squareyards.com/fusion-buildtech-projects/283/builder,N/A,1,1,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Gazebo,Power Backup; Treated Water Supply; Day Care Center; Guest House; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building,Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Food Court; Senior Citizen Area
422426,https://www.squareyards.com/gurgaon-residential-property/godrej-zenith/246428/project,Godrej Zenith,Square Yards  Phase 1,"Sector 89, Gurgaon",Rs2.06 Cr - 6.12 Cr,N/A,New Launch,"2, 3, 4 BHK",1085 Sq. Ft to 3221 Sq. Ft (Saleable),Godrej,1547 units,14.2 Acres,Ask for Details,Ask for Details,Sector 89,New Gurgaon,"Air Purification Technology,3-side Open Apartments,4-Level Clubhouse,A Butterfly Garden,Provide advanced security provisions which enforces five-level security for resident protection,Modern Wellness Centre which is fitted with latest fitness and relaxation,Offers Sporting Arena, supports various sports pursuits,Convenient proximity to NH 48 and Dwarka Expressway for easy commuting,Provides 2 to 4 BHK apartments in sizes of 1,085 to 3,221 sq. ft.",https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,61,150,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Clubhouse; Amphitheater; Indoor Games
49320,https://www.squareyards.com/ghaziabad-residential-property/charms-castle/10222/project,Charms Castle,Square Yards  Phase 1,"Raj Nagar Extension, Ghaziabad",Rs23.38 Lac - 41.25 Lac,N/A,Ready to Move,"2, 3 BHK",850 Sq. Ft to 1500 Sq. Ft (Saleable),Charms India Pvt Ltd,984 units,10.07 Acres,Ask for Details,Ask for Details,Raj Nagar Extension,Ghaziabad City,"Strategically located near NH 24DelhiLucknow and Meerut Bypass Road.,Easy connectivity to Delhi, Lucknow, and Meerut.,Well-equipped sports amenities like gymnasium for residents.,Power backup and comfort ensured with all modern amenities.,Spacious master bedrooms with oil bound distemper walls.",https://www.squareyards.com/charms-india-pvt-ltd-projects/2263/builder,N/A,4,N/A,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Snooker/Pool/Billiards; Skating Rink; Golf Putting,Power Backup; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
10356,https://www.squareyards.com/greater-noida-residential-property/oasis-grandstand/1236/project,Oasis GrandStand,Square Yards  Phase 1,"Sector 22D Yamuna Expressway, Greater Noida",Rs70.92 Lac - 1.32 Cr,"Rs8,804 Per Sq. Ft",Partially Ready To Move,"1, 2, 3 BHK",790 Sq. Ft to 1495 Sq. Ft (Saleable),Oasis,1404 units,9.26 Acres,Ask for Details,"Dec 30, 2019",Sector 22D Yamuna Expressway,Yamuna Expressway,,https://www.squareyards.com/oasis-projects/297/builder,17 Years Experience,5,N/A,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Gazebo,Power Backup; PNG; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Clubhouse; Amphitheater; Indoor Games
433317,https://www.squareyards.com/gurgaon-residential-property/max-estate-360/307757/project,Max Estate 360,Square Yards  Phase 1,"Sector 36A, Gurgaon",Rs5.28 Cr - 7.14 Cr,N/A,New Launch,"3, 4 BHK",2611 Sq. Ft to 3531 Sq. Ft (Saleable),Max Estate,865 units,11.8 Acres,Ask for Details,Ask for Details,Sector 36A,Dwarka Expressway,"Strategically located on Dwarka Expressway for seamless connectivity,Pataudi Road proximity ensures easy access to Gurgaon and Delhi,Luxurious 3 and 4 BHK apartments with spacious living areas,Well-equipped gym for a healthy and active lifestyle,Reliable power backup system for uninterrupted living,Top-class finishes with oil-bound distemper paint and premium materials",https://www.squareyards.com/max-estate-projects/12402/builder,N/A,2,2,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Air Conditioner Fittings; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Putting; Gazebo,Power Backup; Attached Market; Home Automation; Treated Water Supply; High Speed Elevators; Medical Facility; Day Care Center; Pet Area; Concierge Desk; Guest House; 24*7 Water Supply; ATM's; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building,Mini Theatre; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Senior Citizen Area
333369,https://www.squareyards.com/gurgaon-residential-property/emaar-digi-homes/10609/project,Emaar Digi Homes,Square Yards  Phase 1,"Sector 62, Gurgaon",Rs3.00 Cr - 5.15 Cr,N/A,Ready to Move,"2, 3 BHK",1508 Sq. Ft to 2588 Sq. Ft (Saleable),Emaar,504 units,5.64 Acres,Ask for Details,"Jun 12, 2019",Sector 62,Golf Course Extension,,https://www.squareyards.com/emaar-projects/40/builder,14 Years Experience,6,62,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track,Power Backup; Restaurant; Treated Water Supply; Day Care Center; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Eco Friendly; Large Green Area; IGBC Certified Building,Mini Theatre; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Spa
1350,https://www.squareyards.com/gurgaon-residential-property/puri-diplomatic-greens-villas/21271/project,Puri Diplomatic Greens Villas,Square Yards  Phase 1,"Sector 111, Gurgaon",Rs9.60 Cr - 10.44 Cr,N/A,Ready to Move,5 BHK,8000 Sq. Ft to 8700 Sq. Ft (Saleable),Puri,10 units,20 Acres,Ask for Details,Ask for Details,Sector 111,Dwarka Expressway,"Strategically located on Old Delhi Gurgaon Road and Dwarka Expressway.,Exclusive 3BHK and 4BHK villas with modern amenities.,Power backup and gym facility for a comfortable lifestyle.,Luxurious interiors with oil bound distemper walls and vitrified flooring.,Dwell in a secure gated community with secured parking.",https://www.squareyards.com/puri-projects/90/builder,42 Years Experience,2,12,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Bathtub, Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Attached Market; Treated Water Supply; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Party Hall; Indoor Games; Luxurious Clubhouse
404772,https://www.squareyards.com/gurgaon-residential-property/central-park-the-orchard/217447/project,Central Park The Orchard,Square Yards  Phase 1,"Sohna Sector 33, Gurgaon",Rs4.26 Cr - 8.30 Cr,"Rs20,000 Per Sq. Ft",Under Construction,"3, 4 BHK",2129 Sq. Ft to 4150 Sq. Ft (Saleable),Central Park Group,284 units,4.12 Acres,Ask for Details,Ask for Details,Sohna Sector 33,Sohna,,https://www.squareyards.com/central-park-group-projects/21/builder,13 Years Experience,2,14,660/2017/307,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Plastic Emulsion; Living Area-Flooring: Italian/Imported Marble; Ceilings: PoP Design / Punning; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Jacuzzi, Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Putting; Rappelling/Rock Climbing; Gazebo,Power Backup; Restaurant; Home Automation; Treated Water Supply; Day Care Center; Pet Area; 24*7 Water Supply; ATM's; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Massage Room; Dance Room; Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Indoor Games; Spa; Jacuzzi
432550,https://www.squareyards.com/gurgaon-residential-property/tarc-ishva/308402/project,Tarc Ishva,Square Yards  Phase 1,"Sector 63A, Gurgaon",Rs6.55 Cr - 8.97 Cr,"Rs23,000 Per Sq. Ft",New Launch,"3, 4 BHK",2850 Sq. Ft to 3900 Sq. Ft (Saleable),Tarc Developers,400 units,7 Acres,Ask for Details,Ask for Details,Sector 63A,Golf Course Extension,"Experience luxurious living with Tarc Ishva 3.5 km proximity to Golf Course Extension Road,Get modern 3 & 4 BHK homes with world-class amenities in Sector 63A,Relish power backup convenience for seamless living in Tarc Ishva,Invest in Tarc Ishva masterfully designed 3 & 4 BHK apartments,Discover tranquil living with a gymnasium for fitness enthusiasts,Own a home with premium specifications including oil-bound distemper walls",https://www.squareyards.com/tarc-developers-projects/15440/builder,N/A,3,N/A,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Jacuzzi
10412,https://www.squareyards.com/greater-noida-residential-property/purvanchal-royal-city/1183/project,Purvanchal Royal City,Square Yards  Phase 1,"GN Sector Chi V, Greater Noida",Rs1.70 Cr - 5.05 Cr,N/A,Ready to Move,"3, 4, 5 BHK",1725 Sq. Ft to 5130 Sq. Ft (Saleable),Purvanchal,2686 units,22 Acres,Ask for Details,"Dec 15, 2019",GN Sector Chi V,Yamuna Expressway,,https://www.squareyards.com/purvanchal-projects/182/builder,25 Years Experience,2,17,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; Pre-School; Day Care Center; Concierge Desk; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Dance Room; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Jacuzzi
333811,https://www.squareyards.com/greater-noida-residential-property/ats-nobility/10909/project,ATS Nobility,Square Yards  Phase 1,"Sector 4 Greater Noida, Greater Noida",Rs1.93 Cr,"Rs11,500 Per Sq. Ft",Under Construction,3 BHK,1675 Sq. Ft (Saleable),ATS,604 units,4.94 Acres,Ask for Details,"Sep 13, 2019",Sector 4 Greater Noida,Greater Noida West,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games
