XID,URL,Project Name,Phase,Builder Name,Location,Price Range,Price per Sqft,Configurations,Completion Date,Unit Size Range,Project Size,Launch Date,RERA Number,Total Number of Units,USP,BHK,Amenity Count,Amenities,Specifications,Photo Count,Video Count,Rating count,Price Trend,Builder URL,Builder Experience,Total Projects,Ongoing Projects,Past Projects,Builder Info
425712,https://www.squareyards.com/greater-noida-residential-property/ska-destiny-one/246909/project,SKA Destiny One,Single phase,SKA Group,"Zeta I Greater Noida, Greater Noida",Rs1.66 Cr - 2.47 Cr,N/A,"3, 4 BHK Flats",Ask for Details,1603 Sq. Ft to 2386 Sq. Ft (Saleable),6 Acres,Ask for Details,UPRERAAGT10119,645 units,,"3, 4 BHK",45,Power Backup; AC Waiting Lobby; Treated Water Supply; High Speed Elevators; Pet Area; 24*7 Water Supply; Party Lawn; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Rappelling/Rock Climbing; Gazebo; Massage Room; Dance Room; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Jacuzzi; Multiplex; Senior Citizen Area; Rain Water Harvesting; Sewage Treatment Plant; Solar Lighting; Large Green Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",16,2,N/A,"₹ 9,787
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ska-group-projects/9586/builder,N/A,8,5,1,"SKA Group is a reputable real estate developer based in Greater Noida, Ghaziabad, and Noida. With a total of 4 projects under its belt, SKA Group is committed to delivering the best properties in Greater Noida. The company was founded in 2012 by Shri Sanjay Sharma and has since completed projects such as SKA Green Mansion in Greater Noida-West. SKA Realtech Pvt. Ltd. is the company behind these successful projects. The Director of SKA Group is Mr. Sanjay Sharma, a highly experienced professional with over four decades of experience in construction and engineering. He completed his B.Tech and M.Tech from Delhi College of Engineering, pursued an MBA from IIM Mumbai, and has worked in both the government and private sectors. Mr. L.N. Jha is also part of the team, bringing his expertise in finance and accounting to the table. He previously served as the CFO of Gaursons Group.SKA Group has ongoing projects such as SKA Arcadia, SKA Orion, and SKA Divya Towers, as well as completed projects including SKA MetroVille, SKA GreenArch, SKA Green Mansion, SKAR Digi Greens, GAUR Grandeur, and GAUR Global Village. With its focus on quality construction, on-time delivery, and customer satisfaction, SKA Group strives to be the best full-service real estate company in the NCR."
373410,https://www.squareyards.com/greater-noida-residential-property/apex-alphabet/101984/project,Apex Alphabet,Single phase,Apex Group,"Noida Ext Tech Zone 4, Greater Noida",Rs1.11 Cr - 2.76 Cr,"Rs9,000 Per Sq. Ft","3, 4 BHK Flats",Ask for Details,1237 Sq. Ft to 3070 Sq. Ft (Saleable),3.7 Acres,Ask for Details,UPRERAAGT10119,550 units,"Luxurious property,80% open green area,Flats facing a golf course,Part of 130 acres Sports City","3, 4 BHK",32,Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Course; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",20,0,1 Rating,"₹ 9,410
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/apex-group-projects/4069/builder,N/A,41,35,N/A,"Apex Group, a renowned and pioneering real estate developer with a legacy of over 28 years, has set new standards of excellence in the rapidly evolving Indian real estate arena. With an impressive presence in cities such as Ghaziabad, Navi Mumbai, Greater Noida, Hyderabad, and Noida, the group has successfully delivered over 25 landmark projects that showcase architectural finesse and modern design aesthetics.Under the visionary leadership of Mr. SATNAAM SINGH SACHDEVA, Apex Group has carved a niche for itself in the industry by embracing innovation and strategic management. With an unwavering commitment to transforming India real estate landscape, the group has introduced unique concepts like mixed-use developments and high-rise constructions, setting itself apart from its peers.The team at Apex Group consists of experienced professionals and industry leaders who go beyond conventional norms to create projects that shape the future of real estate. The company prides itself on timely project completions, having successfully delivered numerous residential and commercial ventures with utmost punctuality.The impressive portfolio of Apex Group stands as a testament to its dedication and reputation. Their journey into excellence continues, as they remain steadfast in their pursuit of exceeding expectations and taking the real estate sector in India to unprecedented heights. With an exceptional track record and a commitment to uncompromising quality, investors and homebuyers can confidently place their trust in Apex Group for an exceptional real estate experience."
373829,https://www.squareyards.com/greater-noida-residential-property/orris-greenbay-golf-village-plots/20815/project,Orris Greenbay Golf Village Plots,Single phase,Orris,"YEX Sector 22D, Greater Noida",Rs2.83 Cr - 6.08 Cr,"Rs9,000 Per Sq. Ft",3150 Sq. Ft. to 6750 Sq. Ft. (Saleable),Ask for Details,3150 Sq. Ft to 6750 Sq. Ft (Saleable),86.5 Acres,Ask for Details,UPRERAAGT10119,684 units,",,,,",Ask for Details,21,Massage Room; Sauna; Cards Room; Clubhouse; Conference Room; Spa; Jacuzzi; Restaurant; 24*7 Water Supply; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; 24 x 7 Security; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Snooker/Pool/Billiards; Golf Course,N/A,16,0,1 Rating,"₹ 9,106
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/orris-projects/82/builder,13 Years Experience,19,3,17,"Orris is a leading real estate developer primarily operational in Gurgaon and Noida. The construction portfolio of the company includes of residential, commercial, retail and SEZ. Apart from real estate the Orris group is engaged in the fields of energy, hospitality, golf and education.Spring Homes in Sector 85, Gurgaon which comprises of 480 units of 2, 3, 4 and 5 BHK apartments with sizes ranging from 1,385 sq.ft to 3,815 sq.ft."
4462,https://www.squareyards.com/greater-noida-residential-property/aba-cherry-county/906/project,ABA Cherry County,Single phase,ABA County Group,"Tech Zone 4 Greater Noida, Greater Noida",Rs70.19 Lac - 1.71 Cr,N/A,"2, 3, 4 BHK Flats","Jun 30, 2016",308 Sq. Ft to 2232 Sq. Ft (Saleable),12 Acres,Ask for Details,UPRERAAGT10119,1774 units,",,,","2, 3, 4 BHK",34,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building; Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Lift; Sauna; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Spa; Jacuzzi; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Structure: RCC Frame Structure,23,0,7 Ratings,"₹ 10,957
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/aba-county-group-projects/179/builder,25 Years Experience,17,5,11,"ABA Corp is a leading realty conglomerate which has considerable experience across multiple development categories. It is known for its landmark designs which sport ample aesthetic appeal. The portfolio of ABA projects covers several residential apartments and commercial complexes at prime locations. It is known for its emphasis on unmatched quality above all else. All contemporary amenities are offered to residents at projects while prices are always kept affordable minus any compromises on overall quality. Efficiency is a trait that the company harnesses when it comes to meeting delivery timelines. There is a skilled creative design team in place coupled with others across divisions such as planning, architecture, civil engineering, management, finance, etc. Major offerings include Cleo County, Olive County, Orange County Platinum Condos, Cherry County at rapidly developing areas in Noida. Core values include transparency in business dealings, reliability, integrity, etc."
6356,https://www.squareyards.com/greater-noida-residential-property/kumar-imperial-greens/905/project,Kumar Imperial Greens,Single phase,Keltech,"Sector 16 Greater Noida, Greater Noida",Rs87.61 Lac - 1.56 Cr,"Rs7,816 Per Sq. Ft","2, 3 BHK Flats","Dec 30, 2019",1105 Sq. Ft to 1990 Sq. Ft (Saleable),2.51 Acres,Ask for Details,UPRERAAGT10119,384 units,",,,,","2, 3 BHK",21,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn; Rain Water Harvesting; Normal Park / Central Green; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Party Hall; Clubhouse; Amphitheater; Indoor Games,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,3,0,N/A,"₹ 6,766
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/keltech-projects/264/builder,26 Years Experience,8,8,N/A,"Keltech Group is a recognized and admired real estate developing company that stands firm on commitments to upkeep its tradition of providing best services to its customer. The company formerly known as Kumar Linkers came into being in 1993. Founded by Mr. Naren Kumar, a first generation entrepreneur and a civil engineer by qualification, Keltech Group has experienced tremendous growth & success.ÿ"
373245,https://www.squareyards.com/greater-noida-residential-property/express-astra/102454/project,Express Astra,Single phase,Express Builders Ltd,"Sector 1 Greater Noida, Greater Noida",Rs1.42 Cr - 2.87 Cr,N/A,"2, 3, 4 BHK Flats",Ask for Details,1150 Sq. Ft to 2325 Sq. Ft (Saleable),6 Acres,Ask for Details,UPRERAAGT10119,928 units,",,,","2, 3, 4 BHK",34,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building; Cafe / Coffee Bar; Dance Room; Mini Theatre; Sauna; Party Hall; Cards Room; Clubhouse; Indoor Games; Power Backup; Restaurant; Treated Water Supply; Guest House; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Ceilings: PoP Design / Punning; Structure: RCC Frame Structure,20,0,N/A,"₹ 11,588
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/express-builders-ltd-projects/4060/builder,N/A,14,2,12,"Express Builders was established in 1980 by Shri J.B. Goel. It aims to bring integrity and trust to the rapidly growing real estate industry. Since then, the company's revenue has continuously reached new levels. Express Builders, a public limited company, is India's leading developer of real estate firms. It is an established company in India that provides top-notch commercial and residential property development facilities. It also offers housing projects, monitoring, and execution of the services. Express Builders sincerely consider their objectives and aspire to provide the best services on time."
401978,https://www.squareyards.com/greater-noida-residential-property/ambesten-twin-county/101625/project,Ambesten Twin County,Single phase,Ambesten Homes,"Noida Ext Sector 1, Greater Noida",Rs29.12 Lac - 43.20 Lac,N/A,"2, 3 BHK Flats",Ask for Details,910 Sq. Ft to 1350 Sq. Ft (Saleable),1 Acres,Ask for Details,UPRERAAGT10119,70 units,"Strategically located near NH 24, Noida Ext Sector 1.,Well-planned apartment complex with quality amenities.,Spacious and tastefully designed 2 & 3 BHK apartments.,Robust power backup system for an uninterrupted lifestyle.,Gymnasium for a healthy and balanced living.","2, 3 BHK",21,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Party Hall; Clubhouse; Indoor Games; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,3,0,N/A,"₹ 3,200
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ambesten-homes-projects/9809/builder,N/A,2,N/A,N/A,N/A
43270,https://www.squareyards.com/greater-noida-residential-property/skyline-speedway-avenue/1262/project,Skyline Speedway Avenue,Single phase,Skyline Group NCR,"Sector 25 Yamuna Expressway, Greater Noida",Price on Request,N/A,"2, 3, 4, 5 BHK Flats","Aug 30, 2022",1150 Sq. Ft to 4450 Sq. Ft (Saleable),5 Acres,Ask for Details,UPRERAAGT10119,622 units,"Strategically located near Yamuna Expressway, easy access.,Approved by UPRERAPRJ12103 RERA authority, transparency.,Modern amenities like gymnasium and power backup.,Well-designed spacious apartments, premium living.,Affordable options with premium features, best investment.","2, 3, 4, 5 BHK",28,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Sauna; Party Hall; Clubhouse; Indoor Games; Spa; Jacuzzi; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",10,0,2 Ratings,"₹ 6,825
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/skyline-group-ncr-projects/21238/builder,N/A,3,2,N/A,N/A
298653,https://www.squareyards.com/greater-noida-residential-property/crc-sublimis/29282/project,CRC Sublimis,Single phase,CRC Group,"Sector 1 Greater Noida, Greater Noida",Rs1.00 Cr - 1.51 Cr,"Rs10,200 Per Sq. Ft","2, 3 BHK Flats","Nov 20, 2019",982 Sq. Ft to 1485 Sq. Ft (Saleable),4.94 Acres,Ask for Details,UPRERAAGT10119,857 units,"2 Minutes from FNG Expressway,Ample Green Space with 3 Gardens,Dedicated Drop-Off Area per Tower,Modern Security Provisions","2, 3 BHK",43,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Simulator; Golf Putting; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building; Power Backup; Treated Water Supply; High Speed Elevators; Day Care Center; 24*7 Water Supply; Lift; Party Lawn; Cafe / Coffee Bar; Dance Room; Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Spa; Jacuzzi; Senior Citizen Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure",23,0,3 Ratings,"₹ 11,418
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/crc-group-projects/9035/builder,N/A,4,3,1,N/A
255783,https://www.squareyards.com/greater-noida-residential-property/shri-radha-aqua-garden/8372/project,Shri Radha Aqua Garden,Single phase,Shri Group,"Sector 16B Greater Noida, Greater Noida",Rs82.75 Lac - 1.17 Cr,"Rs7,797 Per Sq. Ft","2, 3 BHK Flats","Jun 01, 2021",1050 Sq. Ft to 1500 Sq. Ft (Saleable),5 Acres,Ask for Details,UPRERAAGT10119,940 units,"Unbeatable connectivity to Noida-Greater Noida Expressway.,Upscale living in Noida Extension ' s Sector 16B.,Top-notch amenities like power backup and gym.,Sophisticated interiors with Laminated Wooden flooring.,RERA approved with registration number UPRERAPRJ7477.","2, 3 BHK",32,Rain Water Harvesting; Normal Park / Central Green; Mini Theatre; Party Hall; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Gazebo; Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Air Conditioner Fittings; Bathroom: Premium Bath Fittings,1,0,N/A,"₹ 7,443
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/shri-group-projects/2191/builder,N/A,5,2,N/A,"Shri Group started its journey in the year 1931 and has evolved into a leading realty development organization in recent times. Shri Group follows a policy of driving growth through geographical expansion and diversification alike. The portfolio of property by Shri Group is primarily centred on Mathura but it is now foraying into the NCR region as well. The Group is also foraying into the development of shopping malls, farm houses, retail destinations, luxuriously designed cottages, highway plazas and high end concept townships apart from residential properties. The Group was founded by Shri Srinath Prasad and Shri Jamuna Prasad who started off with commodity trading, petrol pumps and the manufacturing of packaged drinking water. The Group started making its presence felt in the real estate market from 1998 onwards. The Group is headquartered in Mathura and is currently developing several projects in areas like Noida, Nasik, Kanpur and Lucknow. Innovation is regarded highly at the Group and it lives by its tagline, Prosperity for all. The Group believes in offering affordable yet luxurious housing solutions to buyers and is focused on transforming Mathura into an ultra modern living destination."
1030,https://www.squareyards.com/gurgaon-residential-property/m3m-golf-estate/68/project,M3M Golf Estate,Single phase,M3M,"Sector 65, Gurgaon",Rs4.46 Cr - 8.70 Cr,"Rs13,950 Per Sq. Ft","3, 4, 5 BHK Flats","Sep 30, 2018",3005 Sq. Ft to 5900 Sq. Ft (Saleable),56 Acres,Ask for Details,660/2017/307,2250 units,"Picturesque surroundings,Meticulously planned,Green environment,Ready to move project","3, 4, 5 BHK",42,Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; Power Backup; Treated Water Supply; Medical Facility; Pet Area; Car Washing Bays; Laundromat; 24*7 Water Supply; ATM's; Lift; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Course; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Fittings & Fixtures: Air Conditioner Fittings; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: Seismic Zone V Compliant",27,0,15 Ratings,"₹ 23,118
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,43,11,43,"Founded by Sh. Basant Bansal, M3M is one of the renowned real estate developers in the current Indian market. It has created a reputation for identifying emerging real estate markets. The M3M has recognised aspirations in lifestyle evolution. M3M has the potential to provide the perfect luxury and living experience as all the projects are strategically designed and located. In less than a decade, M3M has emerged as one of the leading real estate developers in India. The projects are on a fast track, creating architectural masterpieces and bringing innovation to the real estate market. Moreover, the M3M is shaping India with the vision of innovation. The renowned group has launched iconic projects that are being strategically designed and developed by top-notch professionals."
1350,https://www.squareyards.com/gurgaon-residential-property/puri-diplomatic-greens-villas/21271/project,Puri Diplomatic Greens Villas,Single phase,Puri,"Sector 111, Gurgaon",Rs9.60 Cr - 10.44 Cr,N/A,5 BHK Villa,Ask for Details,8000 Sq. Ft to 8700 Sq. Ft (Saleable),20 Acres,Ask for Details,660/2017/307,10 units,"Strategically located on Old Delhi Gurgaon Road and Dwarka Expressway.,Exclusive 3BHK and 4BHK villas with modern amenities.,Power backup and gym facility for a comfortable lifestyle.,Luxurious interiors with oil bound distemper walls and vitrified flooring.,Dwell in a secure gated community with secured parking.",5 BHK,28,Cafe / Coffee Bar; Party Hall; Indoor Games; Luxurious Clubhouse; Power Backup; Attached Market; Treated Water Supply; 24*7 Water Supply; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Bathtub, Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",17,0,11 Ratings,"₹ 16,805
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/puri-projects/90/builder,42 Years Experience,16,2,12,"Puri Constructions is a major realty company that is synonymous with quality, aesthetic appeal and reliability. Founded in 1971, the portfolio of Puri projects encompasses several residential and commercial projects in tandem with steel plants, luxury hotels, dams and state owned institutions. It is known for its focus on markets like Faridabad and Gurgaon in addition to its skilled team of professionals specializing in every department. A recipient of the coveted ISO 9001: 2000 certification, the company is also a patron member of NAREDCO. Timely project delivery is a major USP along with adherence to top notch quality standards. Core values include customer centricity, aesthetic elegance, design excellence, functional layouts, premium amenities, transparency in all business dealings, integrity, etc. Goodwill and long lasting customers relationships are taken very seriously here as well. Major offerings include Palm Springs, VIP Floors, Pranayam etc. along with Punjabi By Nature which is a well known fine dining chain across Delhi-NCR and Bangalore."
2718,https://www.squareyards.com/gurgaon-residential-property/dlf-regal-gardens/166/project,DLF Regal Gardens,Single phase,DLF,"Sector 90, Gurgaon",Rs1.03 Cr - 1.58 Cr,N/A,"2, 3, 4 BHK Flats","Jan 01, 2017",1438 Sq. Ft to 2215 Sq. Ft (Saleable),11 Acres,Ask for Details,660/2017/307,562 units,"Spread area 11 acres,Easy access from all the well-connected roads,Configuration 2 BHK to 4BHK,All top-notch amenities delivered,Located in Sector 90, Gurgaon, to provide great connectivity to city centers,Developed by DLF Home Developer, with a reputation for quality construction and timely delivery,Fitted with amenities such as a gym, clubhouse, banquet hall, and indoor games room,Includes CCTV surveillance and firefighting facilities, providing safety to residents,Offers round-the-clock power supply, increasing the convenience of residents","2, 3, 4 BHK",35,Power Backup; AC Waiting Lobby; Solar Heaters; Treated Water Supply; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smart Card Access; Intercom Facility; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Massage Room; Mini Theatre; Sauna; Party Hall; Cards Room; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Double Bowl Sink; Bathroom: Shower Panel, Premium Bath Fittings; Structure: Seismic Zone V Compliant",23,0,6 Ratings,"₹ 11,868
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/dlf-projects/36/builder,70 Years Experience,153,9,129,"DLF is a celebrated real-estate firm with a legacy of over 75 years having flourished many exemplary real-estate projects across India. DLF Company has manifested in an iconic realty firm which develops marvellous pieces all over India. The considerable mission taken up by DLF is to cater management, investment and estate development with highest expertise."
5456,https://www.squareyards.com/gurgaon-residential-property/puri-emerald-bay/238/project,Puri Emerald Bay,Single phase,Puri,"Sector 104, Gurgaon",Rs1.40 Cr - 2.21 Cr,N/A,"2, 3 BHK Flats","Dec 30, 2018",1550 Sq. Ft to 2450 Sq. Ft (Saleable),17.17 Acres,Ask for Details,660/2017/307,498 units,"Open-to-sky Courtyards,Platinum quality development,Pedestrian-friendly Design,Panoramic Views and Glass Facades","2, 3 BHK",33,Cafe / Coffee Bar; Dance Room; Mini Theatre; Sauna; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Jacuzzi; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Video Phone; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",26,0,4 Ratings,"₹ 13,860
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/puri-projects/90/builder,42 Years Experience,16,2,12,"Puri Constructions is a major realty company that is synonymous with quality, aesthetic appeal and reliability. Founded in 1971, the portfolio of Puri projects encompasses several residential and commercial projects in tandem with steel plants, luxury hotels, dams and state owned institutions. It is known for its focus on markets like Faridabad and Gurgaon in addition to its skilled team of professionals specializing in every department. A recipient of the coveted ISO 9001: 2000 certification, the company is also a patron member of NAREDCO. Timely project delivery is a major USP along with adherence to top notch quality standards. Core values include customer centricity, aesthetic elegance, design excellence, functional layouts, premium amenities, transparency in all business dealings, integrity, etc. Goodwill and long lasting customers relationships are taken very seriously here as well. Major offerings include Palm Springs, VIP Floors, Pranayam etc. along with Punjabi By Nature which is a well known fine dining chain across Delhi-NCR and Bangalore."
