XID,Unit Type,Unit Size,Area Type,Price,Possession Date
r427026,3 BHK,1413 sq.ft,Super Area,1.18 Cr,Possession by Mar'26
r427026,3 BHK,1418 sq.ft,Super Area,1.18 Cr,Possession by Mar'26
r427026,3 BHK,1475 sq.ft,Super Area,1.23 Cr,Possession by Mar'26
r427026,3 BHK,1494 sq.ft,Super Area,1.24 Cr,Possession by Mar'26
r427026,3 BHK,1502 sq.ft,Super Area,1.25 Cr,Possession by Mar'26
r427026,3 BHK,1504 sq.ft,Super Area,1.25 Cr,Possession by Mar'26
r427026,3 BHK,1551 sq.ft,Super Area,1.29 Cr,Possession by Mar'26
r427026,2 BHK,1157 sq.ft,Super Area,98.1 Lac,Possession by Mar'26
r427026,2 BHK,1190 sq.ft,Super Area,1 Cr,Possession by Mar'26
r432550,3 BHK,2850 sq.ft,Super Area,5.84 Cr,Possession by Jul'28
r432550,3 BHK,2858 sq.ft,Super Area,5.85 Cr,Possession by Jul'28
r432550,3 BHK,2945 sq.ft,Super Area,6.03 Cr,Possession by Jul'28
r432550,3 BHK,2950 sq.ft,Super Area,6.04 Cr,Possession by Jul'28
r432550,4 BHK,3883 sq.ft,Super Area,7.96 Cr,Possession by Jul'28
r432550,4 BHK,3900 sq.ft,Super Area,7.99 Cr,Possession by Jul'28
r386991,2 BHK,1255 sq.ft,Super Area,1 Cr,Possession by Dec'25
r386991,2 BHK,1524 sq.ft,Super Area,1.45 Cr,Possession by Dec'25
r386991,2 BHK,1542 sq.ft,Super Area,1.72 Cr,Possession by Dec'25
r431964,3 BHK,1138 sq.ft,Super Area,4.47 Cr,Possession by Sep'29
r431964,3 BHK,1372 sq.ft,Super Area,5.39 Cr,Possession by Sep'29
r431964,3 BHK,1464 sq.ft,Super Area,5.75 Cr,Possession by Sep'29
r431964,3 BHK,1657 sq.ft,Super Area,6.50 Cr,Possession by Sep'29
r431964,3 BHK,1858 sq.ft,Super Area,7.29 Cr,Possession by Sep'29
r431964,3 BHK,2700 sq.ft,Super Area,10.60 Cr,Possession by Sep'29
r431964,4 BHK,3700 sq.ft,Super Area,14.53 Cr,Possession by Sep'29
r401614,3 BHK,1087 sq.ft,Super Area,1.54 Cr,Possession by Dec'26
r401614,3 BHK,1170 sq.ft,Super Area,1.66 Cr,Possession by Dec'26
r401614,3 BHK,1180 sq.ft,Super Area,1.67 Cr,Possession by Dec'26
r401614,3 BHK,1189 sq.ft,Super Area,1.68 Cr,Possession by Dec'26
r401614,3 BHK,1190 sq.ft,Super Area,1.68 Cr,Possession by Dec'26
r401614,3 BHK,1191 sq.ft,Super Area,1.69 Cr,Possession by Dec'26
r401614,3 BHK,1200 sq.ft,Super Area,1.70 Cr,Possession by Dec'26
r401614,3 BHK,1210 sq.ft,Super Area,1.71 Cr,Possession by Dec'26
r401614,3 BHK,1220 sq.ft,Super Area,1.73 Cr,Possession by Dec'26
r401614,3 BHK,1230 sq.ft,Super Area,1.74 Cr,Possession by Dec'26
r401614,3 BHK,1240 sq.ft,Super Area,1.75 Cr,Possession by Dec'26
r401614,3 BHK,1250 sq.ft,Super Area,1.77 Cr,Possession by Dec'26
r401614,3 BHK,1256 sq.ft,Super Area,1.78 Cr,Possession by Dec'26
r397844,3 BHK,2500 sq.ft,Super Area,3.72 Cr,Possession by Sep'29
r397844,3 BHK,2575 sq.ft,Super Area,3.83 Cr,Possession by Sep'29
r397844,4 BHK,2970 sq.ft,Super Area,4.41 Cr,Possession by Sep'29
r397844,4 BHK,3000 sq.ft,Super Area,4.46 Cr,Possession by Sep'29
r397844,4 BHK,3550 sq.ft,Super Area,5.28 Cr,Possession by Sep'29
r397844,4 BHK,3720 sq.ft,Super Area,5.53 Cr,Possession by Sep'29
r397844,4 BHK,4650 sq.ft,Super Area,6.97 Cr,Possession by Sep'29
r397844,4 BHK,4775 sq.ft,Super Area,7.16 Cr,Possession by Sep'29
r70250,3 BHK,635 sq.ft,Super Area,95 Lac,Possession by Dec'25
r70250,3 BHK,995 sq.ft,Super Area,1.68 Cr,Possession by Dec'25
r70250,3 BHK,1122 sq.ft,Super Area,1.98 Cr,Possession by Dec'25
r70250,3 BHK,1137 sq.ft,Super Area,1.75 Cr,Possession by Dec'25
r70250,3 BHK,1138 sq.ft,Super Area,2.01 Cr,Possession by Dec'25
r70250,3 BHK,1187 sq.ft,Super Area,2.09 Cr,Possession by Dec'25
r70250,3 BHK,1202 sq.ft,Super Area,2 Cr,Possession by Dec'25
r70250,3 BHK,1203 sq.ft,Super Area,2.11 Cr,Possession by Dec'25
r70250,3 BHK,1212 sq.ft,Super Area,2.13 Cr,Possession by Dec'25
r70250,3 BHK,1308 sq.ft,Super Area,2.30 Cr,Possession by Dec'25
r70250,3 BHK,1364 sq.ft,Super Area,2.37 Cr,Possession by Dec'25
r70250,3 BHK,1370 sq.ft,Super Area,2.40 Cr,Possession by Dec'25
r70250,3 BHK,1605 sq.ft,Super Area,1.25 Cr,Possession by Dec'25
r70250,2 BHK,636 sq.ft,Super Area,Price Not Available,Possession by Dec'25
r70250,2 BHK,642 sq.ft,Super Area,Price Not Available,Possession by Dec'25
r70250,2 BHK,728 sq.ft,Super Area,1.26 Cr,Possession by Dec'25
r70250,2 BHK,729 sq.ft,Super Area,1.32 Cr,Possession by Dec'25
r70250,2 BHK,731 sq.ft,Super Area,1.33 Cr,Possession by Dec'25
r70250,2 BHK,775 sq.ft,Super Area,1.40 Cr,Possession by Dec'25
r70250,2 BHK,781 sq.ft,Super Area,1.41 Cr,Possession by Dec'25
r70250,2 BHK,821 sq.ft,Super Area,1.26 Cr,Possession by Dec'25
r70250,2 BHK,822 sq.ft,Super Area,1.48 Cr,Possession by Dec'25
r70250,2 BHK,877 sq.ft,Super Area,1.57 Cr,Possession by Dec'25
r70250,2 BHK,886 sq.ft,Super Area,1.12 Cr,Possession by Dec'25
r70250,2 BHK,887 sq.ft,Super Area,1.59 Cr,Possession by Dec'25
r70250,2 BHK,892 sq.ft,Super Area,1.49 Cr,Possession by Dec'25
r70250,2 BHK,893 sq.ft,Super Area,1.60 Cr,Possession by Dec'25
r70250,2 BHK,911 sq.ft,Super Area,1.63 Cr,Possession by Dec'25
r70250,2 BHK,930 sq.ft,Super Area,1.66 Cr,Possession by Dec'25
r70250,4 BHK,1637 sq.ft,Super Area,2.72 Cr,Possession by Dec'25
r70250,4 BHK,1900 sq.ft,Super Area,3.27 Cr,Possession by Dec'25
r70250,4 BHK,1906 sq.ft,Super Area,3.14 Cr,Possession by Dec'25
r70250,4 BHK,1907 sq.ft,Super Area,3.28 Cr,Possession by Dec'25
r70250,4 BHK,1915 sq.ft,Super Area,3.14 Cr,Possession by Dec'25
r4342,3 BHK,2650 sq.ft,Super Area,4.50 Cr,Possession by Aug'20
r4342,3 BHK,2802 sq.ft,Super Area,4.76 Cr,Possession by Aug'20
r4342,3 BHK,3100 sq.ft,Super Area,5.27 Cr,Possession by Aug'20
r4342,3 BHK,3525 sq.ft,Super Area,5.99 Cr,Possession by Aug'20
r4342,3 BHK,3575 sq.ft,Super Area,6.07 Cr,Possession by Aug'20
r4342,3 BHK,3600 sq.ft,Super Area,6.12 Cr,Possession by Aug'20
r4342,3 BHK,3650 sq.ft,Super Area,6.20 Cr,Possession by Aug'20
r4342,3 BHK,3716 sq.ft,Super Area,6.31 Cr,Possession by Aug'20
r4342,3 BHK,3725 sq.ft,Super Area,6.33 Cr,Possession by Aug'20
r4342,3 BHK,3763 sq.ft,Super Area,6.39 Cr,Possession by Aug'20
r4342,3 BHK,3800 sq.ft,Super Area,6.46 Cr,Possession by Aug'20
r4342,2 BHK,2275 sq.ft,Super Area,3.86 Cr,Possession by Aug'20
r4342,2 BHK,2441 sq.ft,Super Area,4.14 Cr,Possession by Aug'20
r4342,2 BHK,2800 sq.ft,Super Area,4.76 Cr,Possession by Aug'20
r4342,5 BHK,6325 sq.ft,Super Area,10.75 Cr,Possession by Aug'20
r4342,5 BHK,6525 sq.ft,Super Area,11.09 Cr,Possession by Aug'20
r4342,4 BHK,3456 sq.ft,Super Area,5.87 Cr,Possession by Aug'20
r4342,4 BHK,3732 sq.ft,Super Area,6.34 Cr,Possession by Aug'20
r4342,4 BHK,4525 sq.ft,Super Area,7.69 Cr,Possession by Aug'20
r4342,4 BHK,4625 sq.ft,Super Area,7.86 Cr,Possession by Aug'20
r4342,4 BHK,4650 sq.ft,Super Area,7.90 Cr,Possession by Aug'20
r4342,4 BHK,4739 sq.ft,Super Area,8.05 Cr,Possession by Aug'20
r4342,4 BHK,4848 sq.ft,Super Area,8.24 Cr,Possession by Aug'20
r4342,4 BHK,4857 sq.ft,Super Area,8.25 Cr,Possession by Aug'20
r4342,6 BHK,6359 sq.ft,Super Area,10.81 Cr,Possession by Aug'20
r4342,5 BHK villa,7400 sq.ft,Super Area,12.58 Cr,Possession by Aug'20
r4342,4 BHK villa,6350 sq.ft,Super Area,17.78 Cr,Possession by Aug'20
r4342,4 BHK villa,6400 sq.ft,Super Area,17.92 Cr,Possession by Aug'20
r125499,3 BHK,1209 sq.ft,Super Area,1.47 Cr,Possession by Dec'27
r125499,2 BHK,787 sq.ft,Super Area,1 Cr,Possession by Dec'27
r125499,2 BHK,798 sq.ft,Super Area,1.01 Cr,Possession by Dec'27
r125499,2 BHK,800 sq.ft,Super Area,1 Cr,Possession by Dec'27
r125499,2 BHK,808 sq.ft,Super Area,1.02 Cr,Possession by Dec'27
r125499,2 BHK,866 sq.ft,Super Area,1.07 Cr,Possession by Dec'27
r125499,2 BHK,886 sq.ft,Super Area,1.11 Cr,Possession by Dec'27
r125499,2 BHK,920 sq.ft,Super Area,1.15 Cr,Possession by Dec'27
r125499,2 BHK,940 sq.ft,Super Area,1.16 Cr,Possession by Dec'27
r434564,3 BHK,1547 sq.ft,Super Area,65 Lac,Possession by Dec'28
r434564,3 BHK,1580 sq.ft,Super Area,66.4 Lac,Possession by Dec'28
r434564,3 BHK,1642 sq.ft,Super Area,69 Lac,Possession by Dec'28
r434564,3 BHK,2088 sq.ft,Super Area,87.7 Lac,Possession by Dec'28
r434564,2 BHK,1151 sq.ft,Super Area,48.3 Lac,Possession by Dec'28
r434564,2 BHK,1166 sq.ft,Super Area,49 Lac,Possession by Dec'28
r434564,2 BHK,1192 sq.ft,Super Area,50 Lac,Possession by Dec'28
r434564,2 BHK,1218 sq.ft,Super Area,51.2 Lac,Possession by Dec'28
r434564,2 BHK,1239 sq.ft,Super Area,52 Lac,Possession by Dec'28
r434564,2 BHK,1267 sq.ft,Super Area,53.2 Lac,Possession by Dec'28
r434564,2 BHK,1268 sq.ft,Super Area,53.3 Lac,Possession by Dec'28
r434564,4 BHK,1765 sq.ft,Super Area,74.1 Lac,Possession by Dec'28
r434564,4 BHK,2276 sq.ft,Super Area,96.6 Lac,Possession by Dec'28
r434564,4 BHK,2456 sq.ft,Super Area,1.03 Cr,Possession by Dec'28
r375595,3 BHK,1400 sq.ft,Super Area,90.2 Lac,Possession by Feb'27
r375595,3 BHK,1655 sq.ft,Super Area,1.06 Cr,Possession by Feb'27
r375595,3 BHK,1725 sq.ft,Super Area,1.11 Cr,Possession by Feb'27
r375595,2 BHK,1010 sq.ft,Super Area,80.2 Lac,Possession by Feb'27
r375595,2 BHK,1400 sq.ft,Super Area,1.10 Cr,Possession by Feb'27
r391549,3 BHK,1725 sq.ft,Super Area,1.31 Cr,Possession by Mar'27
r391549,3 BHK,1800 sq.ft,Super Area,1.36 Cr,Possession by Mar'27
r391549,4 BHK,2160 sq.ft,Super Area,1.64 Cr,Possession by Mar'27
r426833,Residential plot,653 sq.ft,Super Area,15.7 Lac,Possession by Feb'25
r426833,Residential plot,871 sq.ft,Super Area,21 Lac,Possession by Feb'25
r426833,Residential plot,1089 sq.ft,Super Area,26.3 Lac,Possession by Feb'25
r426833,Residential plot,1306 sq.ft,Super Area,31.5 Lac,Possession by Feb'25
r426833,Residential plot,1524 sq.ft,Super Area,36.7 Lac,Possession by Feb'25
r426833,2 BHK,1000 sq.ft,Super Area,52 Lac,Possession by Feb'25
r426833,2 BHK,1100 sq.ft,Super Area,59 Lac,Possession by Feb'25
r426833,3 BHK villa,1600 sq.ft,Super Area,69 Lac,Possession by Feb'25
r426833,3 BHK villa,1700 sq.ft,Super Area,74 Lac,Possession by Feb'25
r426833,2 BHK villa,700 sq.ft,Super Area,46 Lac,Possession by Feb'25
r426833,1 BHK villa,500 sq.ft,Super Area,30 Lac,Possession by Feb'25
r437581,3 BHK,1715 sq.ft,Super Area,1.33 Cr,Possession by Jun'31
r437581,2 BHK,1320 sq.ft,Super Area,1.02 Cr,Possession by Jun'31
r437581,2 BHK,1380 sq.ft,Super Area,1.07 Cr,Possession by Jun'31
r374995,3 BHK,905 sq.ft,Super Area,2.89 Cr,Possession by Sep'26
r374995,3 BHK,922 sq.ft,Super Area,2.95 Cr,Possession by Sep'26
r374995,3 BHK,924 sq.ft,Super Area,2.95 Cr,Possession by Sep'26
r374995,3 BHK,944 sq.ft,Super Area,3.02 Cr,Possession by Sep'26
r374995,3 BHK,986 sq.ft,Super Area,3.15 Cr,Possession by Sep'26
r374995,3 BHK,990 sq.ft,Super Area,3.16 Cr,Possession by Sep'26
r374995,3 BHK,996 sq.ft,Super Area,2.99 Cr,Possession by Sep'26
r374995,3 BHK,1000 sq.ft,Super Area,3.20 Cr,Possession by Sep'26
r374995,3 BHK,1045 sq.ft,Super Area,3.14 Cr,Possession by Sep'26
r374995,3 BHK,1050 sq.ft,Super Area,3.06 Cr,Possession by Sep'26
r374995,3 BHK,1150 sq.ft,Super Area,3.22 Cr,Possession by Sep'26
r374995,2 BHK,597 sq.ft,Super Area,1.91 Cr,Possession by Sep'26
r374995,2 BHK,664 sq.ft,Super Area,2.12 Cr,Possession by Sep'26
r374995,2 BHK,700 sq.ft,Super Area,1.96 Cr,Possession by Sep'26
r374995,2 BHK,750 sq.ft,Super Area,2.07 Cr,Possession by Sep'26
r374995,1 BHK,448 sq.ft,Super Area,1.43 Cr,Possession by Sep'26
r374995,1 BHK,450 sq.ft,Super Area,1.44 Cr,Possession by Sep'26
r374995,1 BHK,452 sq.ft,Super Area,1.44 Cr,Possession by Sep'26
r374995,1 BHK,461 sq.ft,Super Area,1.47 Cr,Possession by Sep'26
r374995,1 BHK,600 sq.ft,Super Area,1.44 Cr,Possession by Sep'26
r372608,3 BHK,1725 sq.ft,Super Area,1.24 Cr,Possession by Sep'26
r372608,3 BHK,1765 sq.ft,Super Area,1.36 Cr,Possession by Sep'26
r372608,3 BHK,1820 sq.ft,Super Area,1.41 Cr,Possession by Sep'26
r372608,3 BHK,1920 sq.ft,Super Area,1.50 Cr,Possession by Sep'26
r372608,3 BHK,2015 sq.ft,Super Area,1.58 Cr,Possession by Sep'26
r372608,3 BHK,2110 sq.ft,Super Area,1.63 Cr,Possession by Sep'26
r372608,3 BHK,2120 sq.ft,Super Area,Price Not Available,Possession by Sep'26
r372608,3 BHK,2225 sq.ft,Super Area,1.74 Cr,Possession by Sep'26
r372608,3 BHK,2230 sq.ft,Super Area,1.72 Cr,Possession by Sep'26
r372608,2 BHK,1280 sq.ft,Super Area,98 Lac,Possession by Sep'26
r372608,2 BHK,1335 sq.ft,Super Area,1.02 Cr,Possession by Sep'26
r372608,2 BHK,1465 sq.ft,Super Area,1.14 Cr,Possession by Sep'26
r372608,2 BHK,1525 sq.ft,Super Area,1.19 Cr,Possession by Sep'26
r372608,2 BHK,1675 sq.ft,Super Area,1.29 Cr,Possession by Sep'26
r367593,3 BHK,1200 sq.ft,Super Area,50.4 Lac,Possession by May'23
r367593,3 BHK,1275 sq.ft,Super Area,53.6 Lac,Possession by May'23
r367593,3 BHK,1325 sq.ft,Super Area,55.7 Lac,Possession by May'23
r367593,2 BHK,1010 sq.ft,Super Area,42.4 Lac,Possession by May'23
r367593,2 BHK,1040 sq.ft,Super Area,43.7 Lac,Possession by May'23
r435926,3 BHK,1510 sq.ft,Super Area,2.24 Cr,Possession by Sep'29
r435926,3 BHK,1513 sq.ft,Super Area,2.24 Cr,Possession by Sep'29
r435926,3 BHK,1898 sq.ft,Super Area,2.80 Cr,Possession by Sep'29
r435926,3 BHK,2085 sq.ft,Super Area,3.10 Cr,Possession by Sep'29
r435926,3 BHK,2088 sq.ft,Super Area,3.10 Cr,Possession by Sep'29
r435926,4 BHK,2486 sq.ft,Super Area,3.69 Cr,Possession by Sep'29
r435926,4 BHK,2514 sq.ft,Super Area,3.73 Cr,Possession by Sep'29
r435926,4 BHK,2846 sq.ft,Super Area,4.23 Cr,Possession by Sep'29
r435926,4 BHK,2863 sq.ft,Super Area,4.25 Cr,Possession by Sep'29
r392724,3 BHK,1925 sq.ft,Super Area,91.5 Lac,Possession by Dec'24
r392724,3 BHK,1944 sq.ft,Super Area,92.4 Lac,Possession by Dec'24
r392724,3 BHK,1953 sq.ft,Super Area,92.8 Lac,Possession by Dec'24
r392724,3 BHK,1993 sq.ft,Super Area,94.7 Lac,Possession by Dec'24
r392724,3 BHK,2003 sq.ft,Super Area,95.2 Lac,Possession by Dec'24
r392724,2 BHK,1385 sq.ft,Super Area,65.8 Lac,Possession by Dec'24
r34678,Residential plot,18144 sq.ft,Super Area,1.19 Cr,Possession by Nov'19
r34678,Residential plot,27216 sq.ft,Super Area,1.79 Cr,Possession by Nov'19
r34678,Residential plot,36288 sq.ft,Super Area,2.39 Cr,Possession by Nov'19
r34678,Residential plot,45360 sq.ft,Super Area,2.99 Cr,Possession by Nov'19
r407658,3 BHK,2300 sq.ft,Super Area,78 Lac,Possession by Nov'24
r407658,2 BHK,1114 sq.ft,Super Area,38.5 Lac,Possession by Nov'24
r407658,2 BHK,1143 sq.ft,Super Area,36 Lac,Possession by Nov'24
r407658,2 BHK,1190 sq.ft,Super Area,38.5 Lac,Possession by Nov'24
r400937,3 BHK,1281 sq.ft,Super Area,95.7 Lac,Possession by Dec'24
r400937,3 BHK,1282 sq.ft,Super Area,95.3 Lac,Possession by Dec'24
r400937,3 BHK,1741 sq.ft,Super Area,1.40 Cr,Possession by Dec'24
r400937,2 BHK,1025 sq.ft,Super Area,76.2 Lac,Possession by Dec'24
r400937,2 BHK,1184 sq.ft,Super Area,88 Lac,Possession by Dec'24
r421998,3 BHK,3080 sq.ft,Super Area,2.83 Cr,Possession by Nov'28
r421998,4 BHK,3705 sq.ft,Super Area,3.40 Cr,Possession by Nov'28
r421998,4 BHK,4425 sq.ft,Super Area,4.07 Cr,Possession by Nov'28
r421998,4 BHK,5725 sq.ft,Super Area,5.29 Cr,Possession by Nov'28
r401689,3 BHK,1711 sq.ft,Super Area,95.8 Lac,Possession by Dec'25
r401689,3 BHK,1843 sq.ft,Super Area,1.03 Cr,Possession by Dec'25
r401689,3 BHK,1960 sq.ft,Super Area,1.09 Cr,Possession by Dec'25
r401689,2 BHK,1312 sq.ft,Super Area,73.5 Lac,Possession by Dec'25
r401689,2 BHK,1362 sq.ft,Super Area,76.3 Lac,Possession by Dec'25
r177287,3 BHK,830 sq.ft,Super Area,1.95 Cr,Possession by Jun'29
r177287,3 BHK,955 sq.ft,Super Area,2.20 Cr,Possession by Jun'29
r177287,3 BHK,958 sq.ft,Super Area,2.25 Cr,Possession by Jun'29
r177287,3 BHK,1176 sq.ft,Super Area,2.50 Cr,Possession by Jun'29
r177287,3 BHK,1191 sq.ft,Super Area,2.99 Cr,Possession by Jun'29
r177287,2 BHK,618 sq.ft,Super Area,1.35 Cr,Possession by Jun'29
r177287,2 BHK,666 sq.ft,Super Area,1.46 Cr,Possession by Jun'29
r177287,2 BHK,679 sq.ft,Super Area,1.49 Cr,Possession by Jun'29
r177287,2 BHK,722 sq.ft,Super Area,1.57 Cr,Possession by Jun'29
r177287,2 BHK,731 sq.ft,Super Area,1.59 Cr,Possession by Jun'29
r177287,4 BHK,1165 sq.ft,Super Area,2.85 Cr,Possession by Jun'29
r177287,1 BHK,446 sq.ft,Super Area,98 Lac,Possession by Jun'29
r10356,3 BHK,1405 sq.ft,Super Area,88.1 Lac,Possession by Dec'19
r10356,3 BHK,1495 sq.ft,Super Area,1.26 Cr,Possession by Dec'19
r10356,2 BHK,790 sq.ft,Super Area,49.5 Lac,Possession by Dec'19
r10356,2 BHK,920 sq.ft,Super Area,57.7 Lac,Possession by Dec'19
r10356,2 BHK,1045 sq.ft,Super Area,65.5 Lac,Possession by Dec'19
r400416,3 BHK,1180 sq.ft,Super Area,2.36 Cr,Possession by Jun'28
r400416,3 BHK,1711 sq.ft,Super Area,2.33 Cr,Possession by Jun'28
r400416,2 BHK,871 sq.ft,Super Area,1.75 Cr,Possession by Jun'28
r400416,2 BHK,1270 sq.ft,Super Area,1.72 Cr,Possession by Jun'28
r400416,1 BHK,529 sq.ft,Super Area,1.06 Cr,Possession by Jun'28
r396980,3 BHK,1009 sq.ft,Super Area,40.9 Lac,Possession by Dec'25
r396980,3 BHK,1018 sq.ft,Super Area,41.3 Lac,Possession by Dec'25
r396980,3 BHK,1027 sq.ft,Super Area,41.6 Lac,Possession by Dec'25
r396980,3 BHK,1101 sq.ft,Super Area,44.6 Lac,Possession by Dec'25
r396980,2 BHK,784 sq.ft,Super Area,31.8 Lac,Possession by Dec'25
r396980,2 BHK,802 sq.ft,Super Area,32.5 Lac,Possession by Dec'25
r396980,2 BHK,820 sq.ft,Super Area,33.2 Lac,Possession by Dec'25
r396980,2 BHK,918 sq.ft,Super Area,37.2 Lac,Possession by Dec'25
r406937,Commercial shop,434 sq.ft,Super Area,31.6 Lac,Possession by Dec'28
r406937,Commercial shop,439 sq.ft,Super Area,35 Lac,Possession by Dec'28
r406937,Commercial shop,651 sq.ft,Super Area,34 Lac,Possession by Dec'28
r406937,Commercial shop,752 sq.ft,Super Area,1.11 Cr,Possession by Dec'28
r406937,Commercial shop,893 sq.ft,Super Area,75 Lac,Possession by Dec'28
r406937,Commercial shop,903 sq.ft,Super Area,39 Lac,Possession by Dec'28
r406937,Commercial shop,1573 sq.ft,Super Area,71 Lac,Possession by Dec'28
r406937,Commercial shop,2774 sq.ft,Super Area,1.40 Cr,Possession by Dec'28
r406937,Commercial office space,434 sq.ft,Super Area,21.5 Lac,Possession by Dec'28
r406937,Commercial office space,651 sq.ft,Super Area,30.5 Lac,Possession by Dec'28
r406937,Commercial office space,893 sq.ft,Super Area,41.9 Lac,Possession by Dec'28
r406937,Commercial office space,903 sq.ft,Super Area,42.3 Lac,Possession by Dec'28
r406937,Commercial office space,1573 sq.ft,Super Area,75.2 Lac,Possession by Dec'28
r406937,Commercial office space,2774 sq.ft,Super Area,1.31 Cr,Possession by Dec'28
r72631,3 BHK,1092 sq.ft,Super Area,4.16 Cr,Possession by Dec'27
r72631,3 BHK,1095 sq.ft,Super Area,4.18 Cr,Possession by Dec'27
r72631,3 BHK,1126 sq.ft,Super Area,4.29 Cr,Possession by Dec'27
r72631,3 BHK,1132 sq.ft,Super Area,4.32 Cr,Possession by Dec'27
r72631,3 BHK,1141 sq.ft,Super Area,3.31 Cr,Possession by Dec'27
r72631,3 BHK,1145 sq.ft,Super Area,5.15 Cr,Possession by Dec'27
r72631,3 BHK,1149 sq.ft,Super Area,4.38 Cr,Possession by Dec'27
r72631,3 BHK,1150 sq.ft,Super Area,4.39 Cr,Possession by Dec'27
r72631,3 BHK,1192 sq.ft,Super Area,4.55 Cr,Possession by Dec'27
r72631,3 BHK,1194 sq.ft,Super Area,4.56 Cr,Possession by Dec'27
r72631,3 BHK,1255 sq.ft,Super Area,4.79 Cr,Possession by Dec'27
r72631,3 BHK,1261 sq.ft,Super Area,4.81 Cr,Possession by Dec'27
r72631,3 BHK,1266 sq.ft,Super Area,4.83 Cr,Possession by Dec'27
r72631,3 BHK,1300 sq.ft,Super Area,4.96 Cr,Possession by Dec'27
r72631,3 BHK,1303 sq.ft,Super Area,4.97 Cr,Possession by Dec'27
r72631,3 BHK,1331 sq.ft,Super Area,5.08 Cr,Possession by Dec'27
r72631,3 BHK,1336 sq.ft,Super Area,5.10 Cr,Possession by Dec'27
r72631,3 BHK,1339 sq.ft,Super Area,5.11 Cr,Possession by Dec'27
r72631,3 BHK,1408 sq.ft,Super Area,5.38 Cr,Possession by Dec'27
r72631,3 BHK,1450 sq.ft,Super Area,5.53 Cr,Possession by Dec'27
r72631,3 BHK,1500 sq.ft,Super Area,5.72 Cr,Possession by Dec'27
r72631,3 BHK,1565 sq.ft,Super Area,5.98 Cr,Possession by Dec'27
r72631,3 BHK,1678 sq.ft,Super Area,6.40 Cr,Possession by Dec'27
r72631,3 BHK,1780 sq.ft,Super Area,6.80 Cr,Possession by Dec'27
r72631,3 BHK,1781 sq.ft,Super Area,6.79 Cr,Possession by Dec'27
r72631,3 BHK,1782 sq.ft,Super Area,6.80 Cr,Possession by Dec'27
r72631,3 BHK,1883 sq.ft,Super Area,5.29 Cr,Possession by Dec'27
r72631,2 BHK,746 sq.ft,Super Area,2.88 Cr,Possession by Dec'27
r72631,2 BHK,750 sq.ft,Super Area,2.90 Cr,Possession by Dec'27
r72631,2 BHK,755 sq.ft,Super Area,2.92 Cr,Possession by Dec'27
r72631,2 BHK,758 sq.ft,Super Area,2.93 Cr,Possession by Dec'27
r72631,2 BHK,850 sq.ft,Super Area,3.28 Cr,Possession by Dec'27
r72631,2 BHK,851 sq.ft,Super Area,3.29 Cr,Possession by Dec'27
r72631,2 BHK,856 sq.ft,Super Area,3.27 Cr,Possession by Dec'27
r72631,2 BHK,858 sq.ft,Super Area,3.31 Cr,Possession by Dec'27
r72631,2 BHK,932 sq.ft,Super Area,3.60 Cr,Possession by Dec'27
r72631,2 BHK,933 sq.ft,Super Area,3.61 Cr,Possession by Dec'27
r72631,2 BHK,935 sq.ft,Super Area,3.57 Cr,Possession by Dec'27
r72631,2 BHK,941 sq.ft,Super Area,3.59 Cr,Possession by Dec'27
r72631,2 BHK,1067 sq.ft,Super Area,4.12 Cr,Possession by Dec'27
r400436,3 BHK,2034 sq.ft,Super Area,2.44 Cr,Possession by Dec'29
r400436,3 BHK,2304 sq.ft,Super Area,2.76 Cr,Possession by Dec'29
r400436,5 BHK,6939 sq.ft,Super Area,8.32 Cr,Possession by Dec'29
r400436,4 BHK,2727 sq.ft,Super Area,3.27 Cr,Possession by Dec'29
r400436,4 BHK,3195 sq.ft,Super Area,3.83 Cr,Possession by Dec'29
r400436,4 BHK,3987 sq.ft,Super Area,4.78 Cr,Possession by Dec'29
r400436,4 BHK,4707 sq.ft,Super Area,5.64 Cr,Possession by Dec'29
r420795,3 BHK,1800 sq.ft,Super Area,1.62 Cr,Possession by Nov'28
r420795,3 BHK,2020 sq.ft,Super Area,1.81 Cr,Possession by Nov'28
r420795,4 BHK,2620 sq.ft,Super Area,2.35 Cr,Possession by Nov'28
r430219,3 BHK,1350 sq.ft,Super Area,1.17 Cr,Possession by Dec'28
r430219,3 BHK,1425 sq.ft,Super Area,1.23 Cr,Possession by Dec'28
r430219,3 BHK,1435 sq.ft,Super Area,1.24 Cr,Possession by Dec'28
r430219,3 BHK,1560 sq.ft,Super Area,1.35 Cr,Possession by Dec'28
r430219,3 BHK,1765 sq.ft,Super Area,1.53 Cr,Possession by Dec'28
r430219,3 BHK,1800 sq.ft,Super Area,1.56 Cr,Possession by Dec'28
r430219,2 BHK,835 sq.ft,Super Area,71.4 Lac,Possession by Dec'28
r430219,2 BHK,1060 sq.ft,Super Area,91.2 Lac,Possession by Dec'28
r433269,3 BHK,1450 sq.ft,Super Area,73 Lac,Possession by Jan'25
r433269,3 BHK,1550 sq.ft,Super Area,75 Lac,Possession by Jan'25
r433269,2 BHK,1050 sq.ft,Super Area,55 Lac,Possession by Jan'25
r433269,2 BHK,1250 sq.ft,Super Area,65 Lac,Possession by Jan'25
